1,Item,Page 17-18,Categories,Product Type,Group Components,Feature,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
3474,CM7191T-BED,159,Youth,Bed,"CM7191T-HBFB, CM7191T-R",,Twin Bed,Furniture of America Meredith Transitional Twin Bed,,2,0,0,0,8.2,67.1,"79 1/2""L X 41 1/2""W X 43 7/8""H",Transitional,"Solid Wood, Wood Veneer & Others",,,Twin,Meredith,CM7191.jpg,Dark Walnut/White,Contemporary Style,Grooved Panel Detail,Large Round Drawer Pulls,Solid Wood/Wood Veneer/Others,Two-Tone Finish,Nightstand w/ USB Outlet & LED Touch Light,U-shaped Legs Case Goods,Dark Walnut & White Finish,,,"Subtle and sweet, this two-tone bedroom set boasts perfectly carved wave-like panel details that perfectly contrasts the round drawer pull handles. Set atop lifted cut-out feet, coordinating case goods off er plenty of storage space. Hidden LED light s can -"
3492,CM7192F-BED,160,Youth,Bed,"CM7192F-HB, CM7192F-FB, CM7192F-R",,Full Bed,Furniture of America Henrieta Traditional Full Bed,,3,0,0,0,16.2,149.6,"82 1/4""L X 58 7/8""W X 58 1/2""H",Traditional,"Solid Wood, Wood Veneer & Others",,,Full,Henrieta,CM7192.jpg,White,Fairy Tale Style,Floral Carved Detail,Camelback H/B & F/B,Carved Turned Feet,Optional Trundle,Solid Wood/Wood Veneer/Others,White Finish,,,,"Whisk your little princess o  to bed so she can dream of castles in the sky and wonderful adventures! Gentle curves along the headboard and footboard are enhanced by the lovely turned feet on every piece of this collection. Elegant carved floral acce nts along the headboard and footboard are mirrored on the matching case goods for a beautiful, cohesive look. -"
3498,CM7192T-BED,160,Youth,Bed,"CM7192T-HB, CM7192T-FB, CM7192T-R",,Twin Bed,Furniture of America Henrieta Traditional Twin Bed,,3,0,0,0,12.3,125.4,"82 1/4""L X 44""W X 53 1/8""H",Traditional,"Solid Wood, Wood Veneer & Others",,,Twin,Henrieta,CM7192.jpg,White,Fairy Tale Style,Floral Carved Detail,Camelback H/B & F/B,Carved Turned Feet,Optional Trundle,Solid Wood/Wood Veneer/Others,White Finish,,,,"Whisk your little princess o  to bed so she can dream of castles in the sky and wonderful adventures! Gentle curves along the headboard and footboard are enhanced by the lovely turned feet on every piece of this collection. Elegant carved floral acce nts along the headboard and footboard are mirrored on the matching case goods for a beautiful, cohesive look. -"
3843,CM7209F-BED,195,Youth,Bed,"CM7209F-1, CM7209F-2",,Full Bed,Furniture of America ORBITER Novelty Full Bed,,2,0,0,0,23,175.78,"101 1/8""L X 89 1/2""W X 41 1/2""H",Novelty,,,,Full,ORBITER,CM7209.jpg,White,Novelty Style,Padded Leatherette Headboard,Front Deck Storage,Matching Desk w/ USB/Power Outlet,Full Metal Contruction,,,,,,"Blast away in this space shuttle-inspired youth bed and experience the beauty of the universe. Your child will gaze at stars and roam the galaxies while sitting aboard this uniquely designed bed. Paired with an authentic front deck and curved back he adboard, this bed offers a clean visual while finished in a bright white frame. Life-like decals and wing style shelves ensure your child will be set to face any journey.  -"
3846,CM7209T-BED,195,Youth,Bed,"CM7209T-1, CM7209T-2",,Twin Bed,Furniture of America ORBITER Novelty Twin Bed,,2,0,0,0,18.6,142.78,"101 1/8""L X 76 3/8""W X 35 1/2""H",Novelty,,,,Twin,ORBITER,CM7209.jpg,White,Novelty Style,Padded Leatherette Headboard,Front Deck Storage,Matching Desk w/ USB/Power Outlet,Full Metal Contruction,,,,,,"Blast away in this space shuttle-inspired youth bed and experience the beauty of the universe. Your child will gaze at stars and roam the galaxies while sitting aboard this uniquely designed bed. Paired with an authentic front deck and curved back he adboard, this bed offers a clean visual while finished in a bright white frame. Life-like decals and wing style shelves ensure your child will be set to face any journey.  -"
3743,CM7217PR-F-BED,179,Youth,Bed,"CM7217PR-F-HB, CM7217PR-F-FBR",,"Full Bed, Purple","Furniture of America LIANNE Contemporary Full Bed, Purple",,2,0,0,0,10.1,96.6,"82 1/4""L X 57 1/4""W X 49 3/4""H",Contemporary,"Leatherette, Solid Wood & Others",,,Full,LIANNE,CM7217PR.jpg,"White, Purple",Contemporary Style,Padded Leatherette Platform Bed,Crystal-like Acrylic Button Tufting,Metallic Mesh Trim,Slat Kit Included,"Solid Wood, Others",Available in 2 Colors,Purple,,,"Boasting a platform design perfect for creating under-bed storage, this padded faux leather bed features precious crystal-like button tufted accents complimented by metallic mesh trim borders. Equipped with a mattress-ready slat kit and available in  two colors, this bed will make a sweet addition to your child's room. -"
3746,CM7217PR-T-BED,179,Youth,Bed,"CM7217PR-T-HB, CM7217PR-T-FBR",,"Twin Bed, Purple","Furniture of America LIANNE Contemporary Twin Bed, Purple",,2,47.8,42.5,4.3,7.8,76.2,"82 1/4""L X 48 1/4""W X 49 3/4""H",Contemporary,"Leatherette, Solid Wood & Others",,,Twin,LIANNE,CM7217PR.jpg,"White, Purple",Contemporary Style,Padded Leatherette Platform Bed,Crystal-like Acrylic Button Tufting,Metallic Mesh Trim,Slat Kit Included,"Solid Wood, Others",Available in 2 Colors,Purple,,,"Boasting a platform design perfect for creating under-bed storage, this padded faux leather bed features precious crystal-like button tufted accents complimented by metallic mesh trim borders. Equipped with a mattress-ready slat kit and available in  two colors, this bed will make a sweet addition to your child's room. -"
3749,CM7217WH-F-BED,179,Youth,Bed,"CM7217WH-F-HB, CM7217WH-F-FBR",,"Full Bed, White","Furniture of America LIANNE Contemporary Full Bed, White",,2,0,0,0,10.1,96.6,"82 1/4""L X 57 1/4""W X 49 3/4""H",Contemporary,"Leatherette, Solid Wood & Others",,,Full,LIANNE,CM7217WH.jpg,White,Contemporary Style,Padded Leatherette Platform Bed,Crystal-like Acrylic Button Tufting,Metallic Mesh Trim,Slat Kit Included,"Solid Wood, Others",Available in 2 Colors,White,,,"Boasting a platform design perfect for creating under-bed storage, this padded faux leather bed features precious crystal-like button tufted accents complimented by metallic mesh trim borders. Equipped with a mattress-ready slat kit and available in  two colors, this bed will make a sweet addition to your child's room. -"
3752,CM7217WH-T-BED,179,Youth,Bed,"CM7217WH-T-HB, CM7217WH-T-FBR",,"Twin Bed, White","Furniture of America LIANNE Contemporary Twin Bed, White",,2,0,0,0,7.8,76.2,"82 1/4""L X 48 1/4""W X 49 3/4""H",Contemporary,"Leatherette, Solid Wood & Others",,,Twin,LIANNE,CM7217WH.jpg,White,Contemporary Style,Padded Leatherette Platform Bed,Crystal-like Acrylic Button Tufting,Metallic Mesh Trim,Slat Kit Included,"Solid Wood, Others",Available in 2 Colors,White,,,"Boasting a platform design perfect for creating under-bed storage, this padded faux leather bed features precious crystal-like button tufted accents complimented by metallic mesh trim borders. Equipped with a mattress-ready slat kit and available in  two colors, this bed will make a sweet addition to your child's room. -"
3516,CM7226F-BED,161,Youth,Bed,"CM7226F-HB, CM7226F-FB, CM7226F-R",,Full Bed,Furniture of America Alexandra Traditional Full Bed,,3,0,0,0,28.3,146,"92 1/2""L X 56 1/4""W X 48 1/4""H",Traditional,,,,Full,Alexandra,CM7226.jpg,Pearl White,Fairy Tale Style,Sleigh Bed,Hand-Brushed Gold Accents,Solid Wood & Others,Pearl White Finish,,,,,,"Make every little girls dreams come true with this fairy tale style bedroom set. The beautiful sleigh bed features a twin trundle bed and a delicately decorated motif design. Matching chest, dresser and night stand features French dovetail drawers i n pearl white finish. -"
3523,CM7226T-BED,161,Youth,Bed,"CM7226T-HB, CM7226T-FB, CM7226T-R",,Twin Bed,Furniture of America Alexandra Traditional Twin Bed,,3,0,0,0,21.5,126,"92 1/2""L X 40 3/4""W X 48 1/4""H",Traditional,,,,Twin,Alexandra,CM7226.jpg,Pearl White,Fairy Tale Style,Sleigh Bed,Hand-Brushed Gold Accents,Solid Wood & Others,Pearl White Finish,,,,,,"Make every little girls dreams come true with this fairy tale style bedroom set. The beautiful sleigh bed features a twin trundle bed and a delicately decorated motif design. Matching chest, dresser and night stand features French dovetail drawers i n pearl white finish. -"
3818,CM7285BK-BED,191,Youth,Bed,"CM7285BK-1, CM7285BK-2",,"Twin Bed, Black","Furniture of America POWER RACER Novelty Twin Bed, Black",,2,0,0,0,5.5,52.03,"81 1/8""L X 53 7/8""W X 33 3/8""H",Novelty,"Leatherette, Metal",,,0,POWER RACER,CM7285BK.jpg,Black,,,,,,,,,,,
3528,CM7519F-BED,161,Youth,Bed,"CM7519F-HB, CM7519F-FB, CM7519F-R",,Full Bed,Furniture of America Victoria Traditional Full Bed,,3,0,0,0,17.8,151.8,"82""L X 56 1/4""W X 80""H",Traditional,,,,Full,Victoria,CM7519.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,Solid Wood & Others,Pearl White Finish,,,,,,,"A room fit for a princess! The four poster canopy bed is delicately decorated with a carved motif design and finished in pearl white. The matching dresser is enhanced with a vanity jewelry box and matching mirror. The hutch style desk, chair, chest a nd night stand round out the perfect bedroom set for a princess. -"
3534,CM7519T-BED,161,Youth,Bed,"CM7519T-HB, CM7519T-FB, CM7519T-R",,Twin Bed,Furniture of America Victoria Traditional Twin Bed,,3,0,0,0,12.9,128,"82""L X 41 1/4""W X 80""H",Traditional,,,,Twin,Victoria,CM7519.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,Solid Wood & Others,Pearl White Finish,,,,,,,"A room fit for a princess! The four poster canopy bed is delicately decorated with a carved motif design and finished in pearl white. The matching dresser is enhanced with a vanity jewelry box and matching mirror. The hutch style desk, chair, chest a nd night stand round out the perfect bedroom set for a princess. -"
3431,CM7626BL-F-BED,157,Youth,Bed,"CM7626BL-F-1, CM7626BL-F-2",,"Full Bed, Blue & White","Furniture of America KIMMEL Transitional Full Bed, Blue & White",,2,0,0,0,10.7,88.18,"80 1/2""L X 58 1/2""W X 37 3/8""H",Transitional,,,,Full,KIMMEL,CM7626BL.jpg,"White, Blue",Transitional Style,Platform Bed,Slatted Headboard,Crystal-Like Acrylic Drawer Pulls,Optional Trundle,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Blue & White,,,"These stylized two-tone pieces are the perfect collection for the outdoorsy adolescent. The bright white is beautifully contrasted by two color choices, which accentuate the tabletops and fence-inspired headboard. The platform bed provides a fun alte rnative to traditional sleeping environments while the case goods add that extra pop with storage functionality. -"
3435,CM7626BL-T-BED,157,Youth,Bed,"CM7626BL-T-1, CM7626BL-T-2",,"Twin Bed, Blue & White","Furniture of America KIMMEL Transitional Twin Bed, Blue & White",,2,0,0,0,8.4,84.87,"80 1/2""L X 43 1/8""W X 37 3/8""H",Transitional,,,,Twin,KIMMEL,CM7626BL.jpg,"White, Blue",Transitional Style,Platform Bed,Slatted Headboard,Crystal-Like Acrylic Drawer Pulls,Optional Trundle,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Blue & White,,,"These stylized two-tone pieces are the perfect collection for the outdoorsy adolescent. The bright white is beautifully contrasted by two color choices, which accentuate the tabletops and fence-inspired headboard. The platform bed provides a fun alte rnative to traditional sleeping environments while the case goods add that extra pop with storage functionality. -"
3441,CM7626PK-F-BED,157,Youth,Bed,"CM7626PK-F-1, CM7626PK-F-2",,"Full Bed, Pink & White","Furniture of America KIMMEL Transitional Full Bed, Pink & White",,2,0,0,0,10.7,88.18,"80 1/2""L X 58 1/2""W X 37 3/8""H",Transitional,,,,Full,KIMMEL,CM7626PK.jpg,"White, Pink",Transitional Style,Platform Bed,Slatted Headboard,Crystal-Like Acrylic Drawer Pulls,Optional Trundle,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Pink & White,,,"These stylized two-tone pieces are the perfect collection for the outdoorsy adolescent. The bright white is beautifully contrasted by two color choices, which accentuate the tabletops and fence-inspired headboard. The platform bed provides a fun alte rnative to traditional sleeping environments while the case goods add that extra pop with storage functionality. -"
3445,CM7626PK-T-BED,157,Youth,Bed,"CM7626PK-T-1, CM7626PK-T-2",,"Twin Bed, Pink & White","Furniture of America KIMMEL Transitional Twin Bed, Pink & White",,2,0,0,0,8.4,84.87,"80 1/2""L X 43 1/8""W X 37 3/8""H",Transitional,,,,Twin,KIMMEL,CM7626PK.jpg,"White, Pink",Transitional Style,Platform Bed,Slatted Headboard,Crystal-Like Acrylic Drawer Pulls,Optional Trundle,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Pink & White,,,"These stylized two-tone pieces are the perfect collection for the outdoorsy adolescent. The bright white is beautifully contrasted by two color choices, which accentuate the tabletops and fence-inspired headboard. The platform bed provides a fun alte rnative to traditional sleeping environments while the case goods add that extra pop with storage functionality. -"
3782,CM7705,186,Youth,Bed,,,"Twin Bed, Pink & White","Furniture of America ENCHANT Novelty Twin Bed, Pink & White",CN,1,95.3,34,4.1,7.7,99,"93 3/4""L X 41 3/8""W X 87 1/4""H",Novelty,,,,Twin,ENCHANT,CM7705.jpg,"Pink, White",Princess Carriage Design,Meticulously Carved Headboard,Floral Accents on Wheel Base,Sturdy Metal Construction,Matching Night Stand & Bench Available,Pink & White,,,,,"Youre going to love watching your little ones recreate the magical story of an enchanted princess transformation or create a whole new story of their own! This beautiful coach design bed is filled with fun surprises! With its intricate, scrollwork  pattern and its gorgeous color, our beautiful bed is more than worthy of a curtain call. -"
3785,CM7705CPN-F,186,Youth,Bed,,,"Full Bed, Champagne","Furniture of America ENCHANT Novelty Full Bed, Champagne",CN,1,95.3,34.9,4.8,9.1,109.5,"93 3/4""L X 55 1/2""W X 87 3/4""H",Novelty,,,,Full,ENCHANT,CM7705CPN.jpg,Champagne,,,,,,,,,,,"You're going to love watching your little ones recreate the magical story of an enchanted princess transformation or create a whole new story of their own! This beautiful coach design bed is filled with fun surprises! With its intricate, scrollwork p attern and its gorgeous color, our beautiful bed is more than worthy of a curtain call. -"
3787,CM7705CPN-T,186,Youth,Bed,,,"Twin Bed, Champagne","Furniture of America ENCHANT Novelty Twin Bed, Champagne",CN,1,95,34.3,4.5,8.5,99,"93 3/4""L X 41 3/8""W X 87 1/4""H",Novelty,,,,Twin,ENCHANT,CM7705CPN.jpg,Champagne,Princess Carriage Design,Meticulously Carved Headboard,Floral Accents On Wheel Base,Sturdy Metal Construction,Matching Night Stand & Bench Available,Champagne & White,,,,,"You're going to love watching your little ones recreate the magical story of an enchanted princess transformation or create a whole new story of their own! This beautiful coach design bed is filled with fun surprises! With its intricate, scrollwork p attern and its gorgeous color, our beautiful bed is more than worthy of a curtain call. -"
3788,CM7705F,186,Youth,Bed,,,"Full Bed, Pink & White","Furniture of America ENCHANT Novelty Full Bed, Pink & White",CN,1,95.3,34.9,4.8,9.1,109.5,"93 3/4""L X 55 1/2""W X 87 3/4""H",Novelty,,,,Full,ENCHANT,CM7705.jpg,"Pink, White",,,,,,,,,,,"You're going to love watching your little ones recreate the magical story of an enchanted princess transformation or create a whole new story of their own! This beautiful coach design bed is filled with fun surprises! With its intricate, scrollwork p attern and its gorgeous color, our beautiful bed is more than worthy of a curtain call. -"
3792,CM7706PK,187,Youth,Bed,,,"Twin Bed, Pink","Furniture of America ALICE Novelty Twin Bed, Pink",CN,1,44.6,26.5,4.1,2.8,38.7,"79 1/4""L X 42 3/8""W X 43 7/8""H",Novelty,,,,0,ALICE,CM7706PK.jpg,Pink,Princess Design,Scrolling Detail,Sturdy Metal Construction,Available in 2 Colors,,,,,,,This charming youth bed features scrolling detail within the headboard and footboard. The neat finish lends a romantic touch to the metal construction. - -
3793,CM7706WH,187,Youth,Bed,,,"Twin Bed, White","Furniture of America ALICE Novelty Twin Bed, White",CN,1,44.6,26.5,4.1,2.8,38.7,"79 1/4""L X 42 3/8""W X 43 7/8""H",Novelty,,,,0,ALICE,CM7706WH.jpg,White,Princess Design,Scrolling Detail,Sturdy Metal Construction,Available in 2 Colors,,,,,,,This charming youth bed features scrolling detail within the headboard and footboard. The neat finish lends a romantic touch to the metal construction. - -
3822,CM7765-BED,192,Youth,Bed,"CM7765-1, CM7765-2",,Twin Bed,Furniture of America Freedom Racer Novelty Twin Bed,,2,0,0,0,14.8,104.3,"88 1/2""L X 58 5/8""W X 37 3/8""H",Novelty,"Leatherette, Metal",,,0,Freedom Racer,CM7765.jpg,White,Race Car Design,Metal Construction,American Flag Design,Leatherette Headboard,Headboard Shelf,White Metal Frame,,,,,"Can anything be more patriotic than this awesome race car bed? The American flag is displayed on its leatherette headboard, while the built-in shelf can hold books and toys. With full metal construction and white, this twin size bed is perfect for yo ung boys everywhere! -"
3831,CM7766-BED,194,Youth,Bed,"CM7766-1, CM7766-2",,Twin Bed,Furniture of America Trekker Novelty Twin Bed,CN,2,0,0,0,19.3,136.3,"90 3/4""L X 49 1/4""W X 52 3/8""H",Novelty,"Leatherette, Metal",,,0,Trekker,CM7766.jpg,Gun Metal,Rover Design,Front Hood Table,Gun Metal Finish,Sturdy Metal Construction,Padded Leatherette H/B,,,,,,"Fuel any childs imagination with this rover design twin bed. Sturdy metal construction and padded leatherette headboard offer both safety and comfort, while the front hood serves as a table for homework and play. Finished in gun metal, this bed is m ade for explorers of the future! -"
3825,CM7767-BED,193,Youth,Bed,"CM7767-1, CM7767-2",,Twin Bed,Furniture of America Rescuer Novelty Twin Bed,,2,0,0,0,13.1,156.4,"91 3/8""L X 46 5/8""W X 47""H",Novelty,"Leatherette, Metal",,,0,Rescuer,CM7767.jpg,"Red, Black",Fire Truck Design,Front Hood Table & Shelf,Padded Leatherette H/B,Sturdy Metal Construction,Rear Storage Compartment,Red & Black w/ Silver Accent,,,,,"Let every young child live his or her dream! This twin size fire truck bed features a hidden storage compartment with padded leatherette headboard. Built with a sturdy metal construction, this bed is bound to bring inspiration to any kids bedroom! - -"
