1,Item,Page 17-18,Categories,Product Type,Group Components,Feature,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
3893,CM-BK913TS-BED,200,Youth,Bed,"CM-BK913TS-1, CM-BK913TS-2",,Twin Bed w/ Futon Base,Furniture of America Olga I Industrial Twin Bed w/ Futon Base,,2,0,0,0,13.1,142.65,"78 3/4""L X 42 (UP TO 63 1/8)""W X 68 1/8""H",Industrial,Metal,,,Twin/Futon Base,Olga I,CM-BK913TS.jpg,Antique Black,Industrial Design,20 Pc. Slats Top & Bottom,(22 Pc. Slats for FQ and QQ),Attached Ladder,Full Metal Construction,Antique Black Finish,,,,,Take it back a few decades with this industrial inspired bunk bed. The visible piping framework is fi nished in antique black to create an authentic throwback atmosphere. Built-in slat kits and ladder access makes this structure a perfect fi t for im mediate use. -
3868,CM-BK933F,199,Youth,Bed,,,Full Bed,Furniture of America FORTRESS Novelty Full Bed,CN,1,56.3,24,4.3,3.3,60.6,"79 1/4""W X 58""D X 36 1/4""H",Novelty,,,,Full,FORTRESS,CM-BK933F.jpg,"Chocolate, White",House Design Loft Bed,22 Pc. Slats Top & 21 Pc. Slats Bottom,Matching Bookcase,Full Metal Construction,Attached Ladder,2 Lower Bed Size Optional,Chocolate & White Finish,,,,"Bring the fun to your kid's room with this novelty house bunk bed. Constructed of metal with an attached safety side ladder, this white pairing offers a spacious lower loft section that can be used as a second bed or relaxation area. - -"
3963,CM-L1041,214,Youth,Bed,,,Storage Ladder,Furniture of America Clifton Contemporary Storage Ladder,CN,1,55,45,5,7.2,89.1,"41 1/8""L X 18 1/8""W X 70 1/2""H",Contemporary,,,,0,Clifton,CM-L1041.jpg,"Silver, Gun Metal",Contemporary Style,Full Metal Construction,Silver & Black Finish,,,,,,,,A silver and black finish create an ultra modern look while providing extra room for storage space.  - -
3783,CM7705BN,186,Youth,Bench,,,"Bench, Pink & White","Furniture of America ENCHANT Novelty Bench, Pink & White",CN,1,35,18,5,1.8,16.8,"31 5/8""L X 16""W X 19 1/8""H",Novelty,,,,0,ENCHANT,CM7705.jpg,"Pink, White",Princess Design,Meticulously Carved Details,Sturdy Metal Construction,Matching Bed Available,Pink & White,,,,,,"This beautiful nightstand is filled with fun surprises! With its intricate, scrollwork pattern and its gorgeous color, it compliments our beautiful princess carriage bed in more ways than one. - -"
3784,CM7705CPN-BN,186,Youth,Bench,,,"Bench, Champagne","Furniture of America ENCHANT Novelty Bench, Champagne",CN,1,35,18,5,1.8,16.8,"32 1/2""L X 16""W X 19 1/8""H",Novelty,,,,0,ENCHANT,CM7705CPN-BN.jpg,"Champagne, White",Princess Design,Meticulously Carved Details,Sturdy Metal Construction,Matching Bed Available,Champagne & White,,,,,,"This beautiful bench is filled with fun surprises! With its intricate, scroll work pattern and its gorgeous color, it compliments our beautiful princess carriage bed in more ways than one. - -"
3778,CM7914BN-L,185,Youth,Bench,,,"45"" Hallway Bench","Furniture of America KORA Industrial 45"" Hallway Bench",CN,1,45.3,39,5.1,5.2,45.98,"45""W X 18""D X 69 7/8""H",Industrial,,,,Large,KORA,CM7914BN-L.jpg,"Sand Black, Copper",Industrial Style,Pipe-Inspired Frame,Umbrella Holder,Wire Shelving,Coat Rack Hanger,Metal & Others*,Sand Black & Copper,,,,
3779,CM7914BN-S,185,Youth,Bench,,,"34"" Hallway Bench","Furniture of America KORA Industrial 34"" Hallway Bench",CN,1,38.1,34.9,5.1,3.9,39.6,"34""W X 18""D X 69 7/8""H",Industrial,,,,Small,KORA,CM7914BN-L.jpg,"Sand Black, Copper",Industrial Style,Pipe-Inspired Frame,Umbrella Holder,Wire Shelving,Coat Rack Hanger,Metal & Others*,Sand Black & Copper,,,,
3706,CM7844BC,172,Youth,Book Case,,,Book Case,Furniture of America PEARLAND Traditional Book Case,VN,1,20.3,17,47.5,9.5,48.84,,Traditional,,,,0,PEARLAND,CM7844.jpg,Dark Walnut,Transitional Style,Optional Side Bookcase w/ Built-in USB Plug,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,,,Display toys or organize bedtime stories with bookcase-inspired bedroom set. Variously sized shelves and drawers organize your little one’s favorite playthings while doubling as handy storage compartments. The add-on side bookcases are perfect for th e avid reader with their USB plugs that double as convenient charging stations. Don’t forget about the built-in headboard light that acts as a nightlight to scare nightmares away! -
3870,CM-BK933S,199,Youth,Book Shelf,,,Book Shelf,Furniture of America FORTRESS Novelty Book Shelf,CN,1,65,23.8,3.5,3.1,41.89,"12 1/2""W X 23""D X 63""H",Novelty,,,,0,FORTRESS,CM-BK933S-WB.jpg,"Chocolate, White",Matching Bookcase,Full Metal Construction,Chocolate & White Finish,,,,,,,,"Bring the fun to your kid's room with this novelty house bunk bed. Constructed of metal with an attached safety side ladder, this white pairing offers a spacious lower loft section that can be used as a second bed or relaxation area. - -"
3529,CM7519F-CP,161,Youth,Canopy,,,Canopy,Furniture of America Victoria Traditional Full Canopy,VN,1,82,4,3,0.6,17.6,"82""L X 56 1/4""W X 80""H",Traditional,,,,Full,Victoria,CM7519.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,Solid Wood & Others,Pearl White Finish,,,,,,,"A room fit for a princess! The four poster canopy bed is delicately decorated with a carved motif design and finished in pearl white. The matching dresser is enhanced with a vanity jewelry box and matching mirror. The hutch style desk, chair, chest a nd night stand round out the perfect bedroom set for a princess. -"
3535,CM7519T-CP,161,Youth,Canopy,,,Canopy,Furniture of America Victoria Traditional Twin Canopy,VN,1,82,4,3,0.6,17.6,"82""L X 41 1/4""W X 80""H",Traditional,,,,Twin,Victoria,CM7519.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,Solid Wood & Others,Pearl White Finish,,,,,,,"A room fit for a princess! The four poster canopy bed is delicately decorated with a carved motif design and finished in pearl white. The matching dresser is enhanced with a vanity jewelry box and matching mirror. The hutch style desk, chair, chest a nd night stand round out the perfect bedroom set for a princess. -"
4583,CM6002BL,263,Youth,Chair,,,"Kids Chair, Blue","Furniture of America HEIDI Contemporary Kids Chair, Blue",CN,1,24,23.8,19.8,6.5,26.62,"24""D X 24""W X 25 3/4""H (Seat Ht: 15"", Seat Dp: 15"")",Contemporary,,100% Polyester,,0,HEIDI,CM6002BL-WB.jpg,Blue,Contemporary Style,Tufted Seat Cushion,Scoop Frame,Foam Padding,Flannelette,Available in 3 Colors,Blue,,,,"Add exciting splashes of color to your home with this modernized youth arm chair. The warm flannelette upholstery wraps along the entire frame structure, save for the mid-century inspired legs. It comes in three bright options to liven up any playroo m, bedroom or living room. -"
4584,CM6002OR,263,Youth,Chair,,,"Kids Chair, Orange","Furniture of America HEIDI Contemporary Kids Chair, Orange",CN,1,24,23.8,19.8,6.5,26.62,"24""D X 24""W X 25 3/4""H (Seat Ht: 15"", Seat Dp: 15"")",Contemporary,,100% Polyester,,0,HEIDI,CM6002OR-WB.jpg,Orange,Contemporary Style,Tufted Seat Cushion,Scoop Frame,Foam Padding,Flannelette,Available in 3 Colors,Orange,,,,"Add exciting splashes of color to your home with this modernized youth arm chair. The warm flannelette upholstery wraps along the entire frame structure, save for the mid-century inspired legs. It comes in three bright options to liven up any playroo m, bedroom or living room. -"
4585,CM6002PK,263,Youth,Chair,,,"Kids Chair, Pink","Furniture of America HEIDI Contemporary Kids Chair, Pink",CN,1,24,23.8,19.8,6.5,26.62,"24""D X 24""W X 25 3/4""H (Seat Ht: 15"", Seat Dp: 15"")",Contemporary,,100% Polyester,,0,HEIDI,CM6002PK-WB.jpg,Pink,Contemporary Style,Tufted Seat Cushion,Scoop Frame,Foam Padding,Flannelette,Available in 3 Colors,Pink,,,,"Add exciting splashes of color to your home with this modernized youth arm chair. The warm flannelette upholstery wraps along the entire frame structure, save for the mid-century inspired legs. It comes in three bright options to liven up any playroo m, bedroom or living room. -"
4586,CM6003BL,263,Youth,Chair,,,"Kids Chair, Blue","Furniture of America GRETA Contemporary Kids Chair, Blue",CN,1,26,26,20.5,8,31.81,"26""D X 25 1/2""W X 28 1/2""H (Seat Ht: 15"", Seat Dp: 17 1/2"")",Contemporary,,100% Polyester,,0,GRETA,CM6003BL-WB.jpg,Blue,Contemporary Style,Removable Seat Cushion,Rolled Arms,Espresso Legs,Flannelette,Available in 3 Colors,Blue,,,,"For the reading enthusiast, this lively arm chair is the perfect addition to the playroom or living room. The classic structure fits well with any decor while the three bright color options make a youthful statement. - -"
4587,CM6003OR,263,Youth,Chair,,,"Kids Chair, Orange","Furniture of America GRETA Contemporary Kids Chair, Orange",CN,1,26,26,20.5,8,31.81,"26""D X 25 1/2""W X 28 1/2""H (Seat Ht: 15"", Seat Dp: 17 1/2"")",Contemporary,,,,0,GRETA,CM6003OR-WB.jpg,Orange,Contemporary Style,Removable Seat Cushion,Rolled Arms,Espresso Legs,Flannelette,Available in 3 Colors,Orange,,,,"For the reading enthusiast, this lively arm chair is the perfect addition to the playroom or living room. The classic structure fits well with any decor while the three bright color options make a youthful statement. - -"
4588,CM6003PK,263,Youth,Chair,,,"Kids Chair, Pink","Furniture of America GRETA Contemporary Kids Chair, Pink",CN,1,26,26,20.5,8,31.81,"26""D X 25 1/2""W X 28 1/2""H (Seat Ht: 15"", Seat Dp: 17 1/2"")",Contemporary,,100% Polyester,,0,GRETA,CM6003PK-WB.jpg,Pink,Contemporary Style,Removable Seat Cushion,Rolled Arms,Espresso Legs,Flannelette,Available in 3 Colors,Pink,,,,"For the reading enthusiast, this lively arm chair is the perfect addition to the playroom or living room. The classic structure fits well with any decor while the three bright color options make a youthful statement. - -"
4589,CM6005GR,263,Youth,Chair,,,"Kids Chair, Green","Furniture of America GINNY Contemporary Kids Chair, Green",CN,1,24,20,24.5,6.8,27,"23 1/4""D X 28 1/2""W X 22 1/2""H (Seat Ht: 11 1/4"", Seat Dp: 18 1/2"")",Contemporary,,100% Polyester,,0,GINNY,CM6005GR-WB.jpg,Green,Contemporary Style,Lift-Top Storage,Track Arms,Rounded Edge Back,Flannelette,Available in 3 Colors,Purple,,,,Make it easy to store and organize toys in the playroom with this cute arm chair. A built-in lift-top seat offers plenty of room while kept in place by the arched back and track arms. This cute arm chair comes in three fun colors while upholstered in  a warm fl annelette fabric. -
4590,CM6005GY,263,Youth,Chair,,,"Kids Chair, Gray","Furniture of America GINNY Contemporary Kids Chair, Gray",CN,1,24,20,24.5,6.8,27,"23 1/4""D X 28 1/2""W X 22 1/2""H (Seat Ht: 11 1/4"", Seat Dp: 18 1/2"")",Contemporary,,100% Polyester,,0,GINNY,CM6005GY-WB.jpg,Gray,Contemporary Style,Lift-Top Storage,Track Arms,Rounded Edge Back,Flannelette,Available in 3 Colors,Green,,,,Make it easy to store and organize toys in the playroom with this cute arm chair. A built-in lift-top seat offers plenty of room while kept in place by the arched back and track arms. This cute arm chair comes in three fun colors while upholstered in  a warm fl annelette fabric. -
4591,CM6005PR,263,Youth,Chair,,,"Kids Chair, Purple","Furniture of America GINNY Contemporary Kids Chair, Purple",CN,1,24,20,24.5,6.8,27,"23 1/4""D X 28 1/2""W X 22 1/2""H (Seat Ht: 11 1/4"", Seat Dp: 18 1/2"")",Contemporary,,100% Polyester,,0,GINNY,CM6005PR-WB.jpg,Purple,Contemporary Style,Lift-Top Storage,Track Arms,Rounded Edge Back,Flannelette,Available in 3 Colors,Gray,,,,Make it easy to store and organize toys in the playroom with this cute arm chair. A built-in lift-top seat offers plenty of room while kept in place by the arched back and track arms. This cute arm chair comes in three fun colors while upholstered in  a warm fl annelette fabric. -
3512,CM7226CHAIR,161,Youth,Chair,,,Chair,Furniture of America Alexandra Traditional Chair,VN,1,19,41,8,3.6,22,"17 3/4""W X 20 1/4""D X 39 1/2""H",Traditional,,,,0,Alexandra,CM7226.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,Solid Wood & Others,Pearl White Finish,,,,,,,"With a delicately decorated motif design, these case goods add the missing pieces to any storybook décor. This chair with a padded seat and back works well with the desk and hutch, all of which are finished in pearl white. - -"
3385,CM7137C,152,Youth,Chest,,,Chest,Furniture of America FAREM Contemporary Chest,VN,1,32,23.5,32,13.9,66,"29 1/8""L X 20 1/2""W X 28 1/8""H",Contemporary,,,,0,FAREM,CM7137C.jpg,White,Contemporary Style,Matching Chest w/ 2 Drawers,"Solid Wood, Wood Veneer, Others*",White,,,,,,," Thedrawers provide practical storage for clothes, toys, and more so as they have a fun game of house everything is close at hand. - -"
3539,CM7155EX-C,164,Youth,Chest,,,"Chest, Dark Walnut","Furniture of America OLIVIA Traditional Chest, Dark Walnut",VN,1,34.9,19.9,49.4,19.8,113,"32""W X 17""D X 50""H",Traditional,,,,0,OLIVIA,CM7155EX.jpg,Dark Walnut,Traditional Style,Turned Legs,Dark Walnut,,,,,,,,"With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. - -"
3552,CM7155WH-C,164,Youth,Chest,,,"Chest, White","Furniture of America OLIVIA Traditional Chest, White",VN,1,34.9,19.9,49.4,19.8,113,"32""W X 17""D X 50""H",Traditional,,,,0,OLIVIA,CM7155WH.jpg,White,Traditional Style,Turned Legs,White,,,,,,,,"With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. - -"
3467,CM7191C,159,Youth,Chest,,,Chest,,VN,1,32.5,20.5,39,15,115,"29""W X 17""D X 42""H",Transitional,"Solid Wood, Wood Veneer & Others",,,0,Meredith,CM7191.jpg,Dark Walnut/White,Contemporary Style,Grooved Panel Detail,Large Round Drawer Pulls,Solid Wood/Wood Veneer/Others,Two-Tone Finish,U-shaped Legs Case Goods,Dark Walnut & White Finish,,,,
3490,CM7192C,160,Youth,Chest,,,Chest,,VN,1,40,20.3,51,23.9,154,"37-5/8""W X 18""D X 52-3/4""H",Traditional,"Solid Wood, Wood Veneer & Others",,,0,Henrieta,CM7192.jpg,White,Fairy Tale Style,Floral Carved Detail,Carved Turned Feet,Solid Wood/Wood Veneer/Others,White Finish,,,,,,
3511,CM7226C-5,161,Youth,Chest,,,Chest,Furniture of America Alexandra Traditional Chest,VN,1,34,20,44,17.3,99,"32""W X 18""D X 42""H",Traditional,,,,0,Alexandra,CM7226.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,French Dovetail Drawers,Solid Wood & Others,Pearl White Finish,,,,,,"With a delicately decorated motif design, these case goods add the missing pieces to any storybook décor. This chest features French dovetail drawers in pearl white finish. - -"
3427,CM7626BL-C,157,Youth,Chest,,,Chest,Furniture of America KIMMEL Transitional Chest,VN,1,31.5,19.5,44.8,15.9,82.6,"29""W X 17""D X 42""H",Transitional,,,,0,KIMMEL,CM7626BL.jpg,"White, Blue",Transitional Style,Crystal-Like Acrylic Drawer Pulls,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Blue & White,,,,,,"These stylized two-tone pieces are the perfect collection for the outdoorsy adolescent. The bright white is beautifully contrasted by two color choices, which accentuate the tabletops and fence-inspired headboard. The platform bed provides a fun alte rnative to traditional sleeping environments while the case goods add that extra pop with storage functionality. -"
3437,CM7626PK-C,157,Youth,Chest,,,Chest,Furniture of America KIMMEL Transitional Chest,VN,1,31.5,19.5,44.8,15.9,82.6,"29""W X 17""D X 42""H",Transitional,,,,0,KIMMEL,CM7626PK-C-WB.jpg,"White, Pink",Transitional Style,Crystal-Like Acrylic Drawer Pulls,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Pink & White,,,,,,"These stylized two-tone pieces are the perfect collection for the outdoorsy adolescent. The bright white is beautifully contrasted by two color choices, which accentuate the tabletops and fence-inspired headboard. The platform bed provides a fun alte rnative to traditional sleeping environments while the case goods add that extra pop with storage functionality. -"
3458,CM7850PK-C,158,Youth,Chest,,,"Chest, Pink & White","Furniture of America ALIVIA Contemporary Chest, Pink & White",VN,1,31.5,19.3,40.4,14.2,100.1,"29""L X 17""W X 42""H",Contemporary,,,,0,ALIVIA,CM7850PK.jpg,"White, Pink",Contemporary Style,Optional Trundle,"Solid Wood, Wood Veneer, Others",Available in 2 Colors,Pink & White,,,,,,"Add color and modern styling to your little one's room with this two-toned collection. The duo plank panel headboard showcases gorgeous coloring to pair with the fi nished drawer fronts, all while emphasized by the sleek white finish. Mid-century ins pired angled legs provide the necessary support while adding an updated charm to the environment. -"
3390,CM7852BL-C,154,Youth,Chest,,,"Chest, Blue & White","Furniture of America BOBBI Contemporary Chest, Blue & White",VN,1,32.5,20.5,45.5,17.5,114.4,"29""W X 17""D X 42""H",Contemporary,,,,0,BOBBI,CM7852BL.jpg,"Blue, White",Contemporary Style,Blue Trim,English Dovetail Drawer Construction,"Solid Wood, Wood Veneer, Others*",Blue & White,,,,,,"With multiple drawers and open shelving, the matching case goods will provide all the storage your little one will need and more! - -"
3399,CM7852PK-C,154,Youth,Chest,,,"Chest, Pink & White","Furniture of America BOBBI Contemporary Chest, Pink & White",VN,1,32.5,20.5,45.5,17.5,114.4,"29""W X 17""D X 42""H",Contemporary,,,,0,BOBBI,CM7852PK.jpg,"Pink, White",Contemporary Style,Pink Trim,English Dovetail Drawer Construction,"Solid Wood, Wood Veneer, Others*",Pink & White,,,,,,"With multiple drawers and open shelving, the matching case goods will provide all the storage your little one will need and more! - -"
3408,CM7853BL-C,155,Youth,Chest,,,"Chest, Blue & White","Furniture of America CAMMI Contemporary Chest, Blue & White",VN,1,32.5,20.5,45.5,17.5,112.2,"29""W X 17""D X 42""H",Contemporary,,,,0,CAMMI,CM7853BL.jpg,"Blue, White",Contemporary Style,Decorative Circular Ring Design,French Dovetail Constructed Drawers,"Solid Wood, Wood Veneer, Others*",Blue & White,,,,,,"Bring out the toys and bring on the clothes with the ample storage space of this contemporary style youth bedroom collection. With a crisp white finish and colorful circular designs, this set is sure to catch the attention of any child that walks in. - -"
3418,CM7853PK-C,155,Youth,Chest,,,"Chest, Pink & White",,VN,1,32.5,20.5,45.5,17.5,112.2,"29*17*42""H",,,,,0,CAMMI,CM7853PK.jpg,"Pink, White",,,,,,,,,,,
3628,CM7905CH-C,167,Youth,Chest,,,"Chest, Cherry Finish","Furniture of America Omnus Transitional Chest, Cherry Finish",VN,1,32,20,46,17,76,"29""W X 17""D X 42""H",Transitional,,,,0,Omnus,CM7905CH-C.jpg,Cherry,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This chest will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3631,CM7905OAK-C,167,Youth,Chest,,,"Chest, Oak Finish","Furniture of America Omnus Transitional Chest, Oak Finish",VN,1,32,20,46,17,76,"29""W X 17""D X 42""H",Transitional,,,,0,Omnus,CM7905OAK-C.jpg,Oak,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This chest will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3588,CM7909CH-C,166,Youth,Chest,,,Chest,Furniture of America Colin Transitional Chest,VN,1,52.1,35,19.6,20.7,105.6,"32 1/4""W X 17 1/4""D X 48 1/2""H",Transitional,,,,0,Colin,CM7909CH-T.jpg,Cherry,Transitional Style,Center Metal Glide Drawers,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This chest features multiple drawers with center metal glides, designed for either toys or books. Available in cherry or white. - -"
3600,CM7909WH-C,166,Youth,Chest,,,Chest,Furniture of America Colin Transitional Chest,VN,1,52.1,35,19.6,20.7,105.6,"32 1/4""W X 17 1/4""D X 48 1/2""H",Transitional,,,,0,Colin,CM7909WH-T.jpg,White,Transitional Style,Center Metal Glide Drawers,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This chest features multiple drawers with center metal glides, designed for either toys or books. Available in cherry or white. - -"
3477,CM7920BK-C,159,Youth,Chest,,,Chest,Furniture of America Caspian Transitional Chest,VN,1,39,21,51,24.2,112.2,"36""W X 18""D X 51""H",Transitional,,,,0,Caspian,CM7920BK.jpg,Black,Transitional Style,Solid Wood & Others,Available in 2 Colors,,,,,,,,"This country-inspired chest is an excellent addition to any child's bedroom furnishings. Finished in white or black, it has little details that match the bed and make it special.  - -"
3694,CM7940C,171,Youth,Chest,,,Chest,Furniture of America Roxana Cottage Chest,VN,1,35.8,19.3,48.8,19.4,100.1,"33 3/8""W X 17""D X 46""H",Cottage,,,,0,Roxana,CM7940.jpg,White,Transitional Style,Soft Curved Design,"Solid Wood, Wood Veneer & Others",White Finish,,,,,,,The cottage style design makes this a perfect addition for any young child's bedroom. The cream white finish gives a classic and story book appearance any child would adore.  - -
3669,CM7943WH-C,170,Youth,Chest,,,Chest,Furniture of America MULLAN Transitional Chest,VN,1,40.3,20.9,49.6,24.1,138.6,"33 3/8""W X 17""D X 46""H",Transitional,,,,0,MULLAN,CM7943.jpg,White,Transitional Style,Attractive Molding,Round Nickel Knobs,Bracket Feet,"Solid Wood, Wood Veneer & Others",White Finish,,,,,A charming transitional style dresser with stylish molding accents and attractive bracket feet. These case goods offer a perfect complement to the matching bed. - -
3780,CM7914CR,185,Youth,Coat Rack,,,Coat Rack,Furniture of America NAJA Industrial Coat Rack,CN,1,16.8,16.8,7,1.1,14.08,"19 1/8""W X 19 1/8""D X 68 1/8""H",Industrial,,,,0,NAJA,CM7914CR.jpg,"Sand Black, Copper",Industrial Style,Pipe-Inspired Frame,Hand Brushed Details,Full Metal Construction,Sand Black & Copper,,,,,,
4628,CM-AC6941BL,267,Youth,Coat Rack,,,"Coat Rack, Blue","Furniture of America PRISMO Cottage Coat Rack, Blue",VN,1,23.8,13.6,1.8,0.3,22.45,"19 1/4""W X 19 1/4""D X 64""H",Cottage,,,,0,PRISMO,CM-AC6941.jpg,Blue,Solid Wood & Others,Available in 5 Colors,"Solid Wood, Wood Veneer & Others",,,,,,,,Available in multiple colors. These youth coat racks are sure to make quite the impact in any child's room. - -
4629,CM-AC6941GR,267,Youth,Coat Rack,,,"Coat Rack, Green","Furniture of America PRISMO Cottage Coat Rack, Green",VN,1,23.8,13.6,1.8,0.3,22.45,"19 1/4""W X 19 1/4""D X 64""H",Cottage,,,,0,PRISMO,CM-AC6941.jpg,Green,Solid Wood & Others,Available in 5 Colors,"Solid Wood, Wood Veneer & Others",,,,,,,,Available in multiple colors. These youth coat racks are sure to make quite the impact in any child's room. - -
4626,CM-AC6941PK,266,Youth,Coat Rack,,,"Coat Rack, Pink","Furniture of America PRISMO Cottage Coat Rack, Pink",VN,1,23.8,13.6,1.8,0.3,22.45,"19 1/4""W X 19 1/4""D X 64""H",Cottage,,,,0,PRISMO,CM-AC6941.jpg,Pink,Solid Wood & Others,Available in 5 Colors,"Solid Wood, Wood Veneer & Others",,,,,,,,Available in multiple colors. These youth coat racks are sure to make quite the impact in any child's room. - -
4630,CM-AC6941WH,267,Youth,Coat Rack,,,"Coat Rack, White","Furniture of America PRISMO Cottage Coat Rack, White",VN,1,23.8,13.6,1.8,0.3,22.45,"19 1/4""W X 19 1/4""D X 64""H",Cottage,,,,0,PRISMO,CM-AC6941.jpg,White,Transitional Style,Available in 5 Finishes,"Solid Wood, Wood Veneer & Others",,,,,,,,Vivid color styles perfectly complimented with detailed craftsmanship wood details. This coatrack is available in an array of colors and will fit easily in any childs bedroom space. - -
4627,CM-AC6941YW,266,Youth,Coat Rack,,,"Coat Rack, Yellow","Furniture of America PRISMO Cottage Coat Rack, Yellow",VN,1,23.8,13.6,1.8,0.3,22.45,"19 1/4""W X 19 1/4""D X 64""H",Cottage,,,,0,PRISMO,CM-AC6941.jpg,Yellow,Solid Wood & Others,Available in 5 Colors,"Solid Wood, Wood Veneer & Others",,,,,,,,Available in multiple colors. These youth coat racks are sure to make quite the impact in any child's room. - -
3840,CM7209DK,195,Youth,Desk,,,Desk,Furniture of America ORBITER Novelty Desk,CN,1,67.4,33.5,4.5,5.9,81.4,"47 1/4""L X 25 7/8""W X 62 3/8""H",Novelty,,,,0,ORBITER,CM7209DK.jpg,White,Novelty Style,Front Deck Storage,Matching Desk w/ USB/Power Outlet,Full Metal Contruction,,,,,,,"Blast away in this space shuttle-inspired youth bed and experience the beauty of the universe. Your child will gaze at stars and roam the galaxies while sitting aboard this uniquely designed bed. Paired with an authentic front deck and curved back he adboard, this bed offers a clean visual while finished in a bright white frame. Life-like decals and wing style shelves ensure your child will be set to face any journey.  -"
3515,CM7226DK,161,Youth,Desk,,,Desk,Furniture of America Alexandra Traditional Desk,VN,1,51,22,33,21.4,80,"50""W X 20""D X 31""H",Traditional,,,,0,Alexandra,CM7226.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,French Dovetail Drawers,Solid Wood & Others,Pearl White Finish,,,,,,"With a delicately decorated motif design, these case goods add the missing pieces to any storybook décor. This study desk features multiple dovetail drawers and finished in pearl white. - -"
3629,CM7905CH-DK,167,Youth,Desk,,,"Desk, Cherry Finish","Furniture of America Omnus Transitional Desk, Cherry Finish",VN,1,51,23,34.3,23.2,88.2,"48""W X 20""D X 32""H",Transitional,,,,0,Omnus,CM7905CH-DK+HC.jpg,Cherry,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This hutch with built-in cork board will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3771,CM7905EXP-DK,182,Youth,Desk,,,"Desk, Dark Walnut","Furniture of America Omnus Transitional Desk, Dark Walnut",VN,1,51,23,34.3,23.2,88.2,"48""W X 20""D X 32""H",Transitional,,,,0,Omnus,CM7905EXP-DK+HC.jpg,Dark Walnut,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This desk will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3633,CM7905OAK-DK,167,Youth,Desk,,,"Desk, Oak Finish","Furniture of America Omnus Transitional Desk, Oak Finish",VN,1,51,23,34.3,23.2,88,"48""W X 20""D X 32""H",Transitional,,,,0,Omnus,CM7905OAK-DK+HC.jpg,Oak,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This hutch with built-in cork board will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3655,CM7905WH-DK,169,Youth,Desk,,,"Desk, White","Furniture of America Omnus Transitional Desk, White",VN,1,51,23,34.3,23.2,88.2,"48""W X 20""D X 32""H",Transitional,,,,0,Omnus,CM7905WH-DK+HC.jpg,White,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This desk will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3802,CM7946DK,189,Youth,Desk,,,Desk,Furniture of America GT RACER Novelty Desk,CN,1,55.5,25,9.3,7.4,69.5,"Desk: 38 1/4""L X 20 7/8""W X 51 5/8""H, Stool: 18 1/8""L X 14 1/8""W X 18 1/8""H",Novelty,,,,0,GT RACER,CM7946DK.jpg,Gun Metal,Contemporary Style,Slender Top Display Shelf,Metal Construction,Includes Leatherette Stool,USB/Power Outlet,Gun Metal Finish,,,,,"Inspire the inner racer enthusiast in your child with this race car writing desk. Featuring a top shelf storage great for picture frames and books, the center-height table top can be utilized for studying and writing. The matching chair offers your c hild comfortable support while seated. -"
