1,Item,Page 17-18,Categories,Product Type,Name,Style,Display Name,Feature,Filter Tag,Short Description,Group Components,Long Description,CTN,Shipping Weight (LB),Product Dimension (Inch),Material,Material %1,Material %2,Size,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
7700,CM-AC6915-RD,863,Living,Chair,Faliro,Contemporary,Swivel Chair,,Swivel,"Swivel Accent Chair, Red",,"Furniture of America Faliro Contemporary Swivel Accent Chair, Red",1,21.8,"Chair: 28""W X 23 1/4""D x 31 1/2""H (Seat Ht: 15 3/4"", Seat Dp: 18"")",,,,0,CM-AC6915.jpg,Red,Contemporary Style,Chrome Base,Swivel Chair,Available in 4 Colors,Padded Leatherette Seat,,,,,,A modern approach to comfort makes these swivel chairs a unique addition to any household décor. Padded leatherette comes available in four colors.  - -
7701,CM-AC6915-WH,863,Living,Chair,Faliro,Contemporary,Swivel Chair,,Swivel,"Swivel Accent Chair, White",,"Furniture of America Faliro Contemporary Swivel Accent Chair, White",1,21.8,"Chair: 28""W X 23 1/4""D x 31 1/2""H (Seat Ht: 15 3/4"", Seat Dp: 18"")",,,,0,CM-AC6915.jpg,White,Contemporary Style,Chrome Base,Swivel Chair,Available in 4 Colors,Padded Leatherette Seat,,,,,,A modern approach to comfort makes these swivel chairs a unique addition to any household décor. Padded leatherette comes available in four colors.  - -
7702,CM-AC6024,864,Living,Chair,Hammond,Traditional,,,,Accent Chair,,Furniture of America Hammond Traditional Accent Chair,1,27.5,"24""W X 26""D X 40""H (Seat Ht: 19"", Seat Dp: 19 1/2"")","Fabric, Solid Wood & Others","70% Polyester, 30% Viscose",,0,CM-AC6024.jpg,Antique Oak,Victorian Design,Solid Wood & Others,Padded Fabric Seat,Antique Oak Finish,,,,,,,An antique oak finish completes the stunning appearance of this elegant victorian style chair. Decorative fabric over padded seats gives it more style. - -
7703,CM-AC6026,864,Living,Chair,Bernetta I,Traditional,,,,Accent Chair,,Furniture of America Bernetta I Traditional Accent Chair,1,26.4,"23""W X 26 3/4""D X 39""H (Seat Ht: 19 1/4"", Seat Dp: 20"")","Fabric, Solid Wood & Others","60% Polyester, 40% Viscose",,0,CM-AC6026.jpg,Dark Walnut,Medieval Design,Solid Wood & Others,Padded Fabric Seat,Dark Walnut Finish,,,,,,,"The medieval, crest-shape of the seat, along with vertical stripes with rich earth-tone colors, give this chair a regal feel. Finished in dark walnut with a padded fabric seat. - -"
7704,CM-AC6026-3PK,864,Living,Chair,Bernetta II,Transitional,Table & Chair Set,,,3 Pc. Accent Table & Chair Set,,Furniture of America Bernetta II Transitional 3 Pc. Accent Table & Chair Set,1,56.76,"18 1/2""Dia X 20H, 23""L X 26 3/4""W X 39""H (Seat Ht: 20"", Seat Dp: 19 1/4"")","Fabric, Solid Wood & Others","85% Polyester, 15% Viscose",,0,CM-AC6026-3PK.jpg,Espresso,Padded Fabric Seat,Solid Wood & Others,Espresso Finish,,,,,,,,"Looking to add some earthy tones in your furnishings? This low-key chair and table set combines traditional colors with contemporary lines for a simple, yet stunning accent. - -"
7705,CM-AC6055,864,Living,Chair,Conway,Rustic,,,,Accent Chair,,Furniture of America Conway Rustic Accent Chair,1,30.8,"35 1/2""W X 22 3/4""D X 38 1/4""H (Seat Ht: 20 3/4"", Seat Dp: 21 1/2"")","Fabric, Solid Wood & Others","80% Polyester, 20% Linen",,0,CM-AC6055.jpg,Reclaimed Gray,Padded Fabric Arms & Seat,Solid Wood & Others,Linen in Beige,Reclaimed Gray Finish,,,,,,,"With an elegant flair and a traditional appearance, this chair has a reclaimed gray finish and a padded fabric linen in beige seat.  - -"
7706,CM-AC6116,864,Living,Chair,Hamilton,Traditional,,,,Accent Chair,,Furniture of America Hamilton Traditional Accent Chair,1,33,"25 1/2""W X 30""D X 41""H (Seat Ht: 20"", Seat Dp: 22 3/4"")","Fabric, Solid Wood & Others","20% Polyester, 80% Viscose",,0,CM-AC6116.jpg,Dark Oak,Hand-Carved Look,Solid Wood & Others,Fabric,Dark Oak Finish,,,,,,,A hand carved appearance along with elegant fabric seat makes this accent chair a unique design piece for any living area.  - -
7707,CM-AC6118,864,Living,Chair,Edingurgh,Traditional,,,,Accent Chair,,Furniture of America Edingurgh Traditional Accent Chair,1,26.84,"23 1/2""W X 24 1/2""D X 38 1/4""H (Seat Ht: 20 1/2"", Seat Dp: 19"")","Fabric, Solid Wood & Others","20% Polyester, 80% Viscose",,0,CM-AC6118.jpg,Antique Oak,Hand-Carved Look,Solid Wood & Others,Padded Fabric Seat,Antique Oak Finish,,,,,,,"A hand-carved look with an intricate wooden back design, this unique chair is finished in antique oak and has a comfortable padded seat in striped fabric. - -"
7708,CM-AC6143,864,Living,Chair,PATSY,Hand-Carved Look,,,,Accent Chair,,Furniture of America PATSY Hand-Carved Look Accent Chair,1,35.2,"28 1/2""W X 33""D X 41 1/2""H  (Seat Ht: 18"", Seat Dp: 22 1/2"")",,,,0,CM-AC6143.jpg,Tobacco Oak,Hand-Carved Look,Padded Leatherette Seat,Solid Wood & Others*,Tobacco Oak Finish,,,,,,,
7709,CM-AC6930,864,Living,Chair,CAirns II,Transitional,,,,Accent Chair,,Furniture of America CAirns II Transitional Accent Chair,1,27.5,"44""W X 27""D X 36 5/8""H (Seat Ht: 18"", Seat Dp: 19 1/2"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-AC6930.jpg,Espresso,Contemporary Style,Padded Fabric Seat,Solid Wood & Others,Espresso Finish,,,,,,,"Beautiful circular patterns take center stage on this contemporary chair. Frame, arms, and legs are finished in espresso, contrasting well with the padded fabric seat. - -"
7710,CM-AC6990-3PK,864,Living,Chair,Boudry,Transitional,Table & Chair Set,,,3 Pc. Accent Table & Chair Set,,Furniture of America Boudry Transitional 3 Pc. Accent Table & Chair Set,1,58,"17""L X 19""W X 18""H, 23""L X 25 1/2""W X 37""H (Seat Ht: 19 1/4"", Seat Dp: 19 1/2"")","Fabric, Solid Wood & Others","60% Polyester, 40% Viscose",,0,CM-AC6990-3PK.jpg,Espresso,Padded Fabric Seat,Solid Wood & Others,Espresso Finish,,,,,,,,"Espresso finish and padded fabric seat, these transistional style chairs showcase and display a level of sophistication.  - -"
7711,CM-AC6100,865,Living,Chair,Burnaby,Traditional,,,,Accent Chair,,Furniture of America Burnaby Traditional Accent Chair,1,33,"27""W X 29""D X 39""H (Seat Ht: 18"", Seat Dp: 24 1/4"")","Fabric, Solid Wood & Others","55% Rayon, 45% Polyester",,0,CM-AC6100.jpg,Antique Oak,Hand-Carved Look,Solid Wood & Others,Padded Fabric Seat,Antique Oak Finish,,,,,,,"With subtle stripes in the golden padded fabric seat, this chair with a hand-carved look and antique oak finish will mesmerize any guest.  - -"
7712,CM-AC6114,865,Living,Chair,Stockton,Traditional,,,,Accent Chair,,Furniture of America Stockton Traditional Accent Chair,1,34,"27 1/2""W X 31""D X 39""H (Seat Ht: 19 1/2"", Seat Dp: 21 1/2"")","Fabric, Solid Wood & Others","20% Polyester, 80% Viscose",,0,CM-AC6114.jpg,Antique Oak,Hand-Carved Look,Solid Wood & Others,Padded Fabric Seat,Antique Oak Finish,,,,,,,"Finished in antique oak, this accent chair is complemented with a stunning padded fabric seat with rustic pattern and frame with a hand-carved look.  - -"
7713,CM-AC6177-PU,865,Living,Chair,Sheffield,Traditional,,,,Accent Chair,,Furniture of America Sheffield Traditional Accent Chair,1,44,"32""W X 32 1/4""D X 37 1/4""H (Seat Ht: 19 1/2"", Seat Dp: 21 1/2"")","Leatherette, Solid Wood & Others",,,0,CM-AC6177.jpg,Antique Dark Cherry,Hand-Carved Look,Solid Wood & Others,Espresso Leatherette Seat,Antique Dark Cherry Finish,,,,,,,"Comfort and beauty comes hand in hand in this low seat accent chair. Back and seat are in espresso leatherette, while the hand-carved look in the legs are finished in antique dark cherry finish. - -"
7714,CM-AC6401,865,Living,Chair,Morrisville,Traditional,Rocking Chair,,,Rocking Chair,,Furniture of America Morrisville Traditional Rocking Chair,1,71,"33""W X 41 3/4""D X 41""H (Seat Ht: 20"", Seat Dp: 27"")","Fabric, Solid Wood & Others","20% Polyester, 80% Viscose",100% Polyester,0,CM-AC6401.jpg,Dark Oak,Mission Style Rocker,Solid Wood & Others,Removable Fabric Cushions,Dark Oak Finish,,,,,,,A mission style rocker with a dark oak finish and removable fabric cushions. It's what traditonal homes need. - -
7715,CM-AC6407-Kirklees,865,Living,Chair,Kirklees,Traditional,,,,Accent Chair,,Furniture of America Kirklees Traditional Accent Chair,1,30.8,"24 3/4""W X 25 1/4""D X 35 7/8""H (Seat Ht: 18 1/4"", Seat Dp: 18"")","Bonded Leather Match, Solid Wood & Others",,,0,CM-AC6407-Kirklees.jpg,Distressed Antique Oak,Curved Scroll Back,Solid Wood & Others,Dark Brown Bonded Leather,Distressed Antique Oak Finish,,,,,,,"Classical and luxurious, a curved scroll back design compliments the distressed antique oak finish. The back, seat, and side panels are made of dark brown bonded leather. - -"
7716,CM-AC6408,865,Living,Chair,Liverpool,Transitional,Rocking Chair,,,Rocking Chair,,Furniture of America Liverpool Transitional Rocking Chair,1,19,"24""W X 36""D X 38""H (Seat Ht: 20 1/4"", Seat Dp: 19 1/4"")","Fabric, Solid Wood & Others","50% Polyester, 50% Viscose",,0,CM-AC6408.jpg,Antique Oak,Classic Style Rocker,Solid Wood & Others,Padded Fabric Seat,Antique Oak Finish,,,,,,,A classical rocker finished in antique oak. Its traditional appearance will add charm to any household. - -
7717,CM-AC6580-PU,865,Living,Chair,Apple Valley,Transitional,,,,Accent Chair,,Furniture of America Apple Valley Transitional Accent Chair,1,37,"29 1/2""W X 35 1/4""D X 39""H (Seat Ht: 19 3/4"", Seat Dp: 21"")","Leatherette, Solid Wood & Others",,,0,CM-AC6580-PU.jpg,Espresso,Classic Style Rocker,Solid Wood & Others,Padded Leatherette Seat,Espresso Finish,,,,,,,"With a padded leatherette seat, mission styling and an espresso finish, this rocker will add a touch of classical charm to any room. - -"
7718,CM-AC6910,865,Living,Chair,West Point,Traditional,,,,Accent Chair,,Furniture of America West Point Traditional Accent Chair,1,30,"25""W X 27 1/4""D X 39 1/4""H (Seat Ht: 18 3/4"", Seat Dp: 21 1/4"")","Leatherette, Solid Wood & Others",,,0,CM-AC6910.jpg,Tobacco Oak,Hand-Carved Look,Solid Wood & Others,Padded Leatherette Seat,Tobacco Oak Finish,,,,,,,"A clean, circular padded leatherette back gives this chair a contemporary feel. The seat is also in leatherette, while the rich tobacco oak finish completes this stylish look. - -"
7719,CM-AC6919,865,Living,Chair,Quintus,Traditional,,,,Accent Chair,,Furniture of America Quintus Traditional Accent Chair,1,33,"26 3/4""W X 28 3/4""D X 39 1/4""H (Seat Ht: 18 1/2"", Seat Dp: 24"")","Fabric, Solid Wood & Others","47% Rayon, 53% Polyester Fibres",,0,CM-AC6919.jpg,Antique Oak,Hand-Carved Look,Solid Wood & Others,Padded Fabric Seat,Antique Oak Finish,,,,,,,"Hand carved look, antique oak finish these features add subtle charm to a traditional design.  - -"
7720,CM-AC6980,865,Living,Chair,Waterville,Traditional,,,,Accent Chair,,Furniture of America Waterville Traditional Accent Chair,1,39,"26 3/4""W X 28 1/2""D X 38 1/4""H (Seat Ht: 18 3/4"", Seat Dp: 24 1/2"")","Fabric, Solid Wood & Others","60% Polyester, 40% Viscose",,0,CM-AC6980.jpg,Dark Cherry,Padded Fabric Seat,Solid Wood & Others,Matching Pillow Included,Dark Cherry Finish,,,,,,,"With Queen Anne style legs, this elegant accent chair will bring beauty and sophistication to any room. Matching pillow is included. - -"
7721,CM-BN6171BK,867,Living,Love Seat,SHAYLA,Contemporary,Love Seat Bench,,,"Love Seat Bench, Black",,"Furniture of America SHAYLA Contemporary Love Seat Bench, Black",1,102.52,"59 3/4""L X 29""W X 49 1/2""H  (Seat Ht: 20"", Seat Dp: 20"")",,,,0,CM-BN6171BK.jpg,Black,Contemporary Style,Wingback Design,Crystal-like Acrylic Buttons,Flannelette Fabric,Rolled Arms,Nailhead Trim,Solid Wood & Others*,Black,,,
7722,CM-BN6171GY,867,Living,Love Seat,SHAYLA,Contemporary,Love Seat Bench,,,"Loveseat Bench, Gray",,"Furniture of America SHAYLA Contemporary Loveseat Bench, Gray",1,102.52,"59 3/4""L X 29""W X 49 1/2""H  (Seat Ht: 20"", Seat Dp: 20"")",,,,0,CM-BN6171GY.jpg,Gray,Contemporary Style,Wingback Design,Crystal-like Acrylic Buttons,Flannelette Fabric,Rolled Arms,Nailhead Trim,Solid Wood & Others*,Gray,,,
7725,CM-BN6186-CH-PK,867,Living,Chair,ROBIN,Contemporary,,,,Chair,"CM-BN6186-CH-1, CM-BN6186-2",Furniture of America ROBIN Contemporary Chair,2,68.4,"29""W X 31""D X 39 1/4""H (Seat Ht: 20"", Seat Dp: 20"")",,,,0,CM-BN6186-CH.jpg,Brown,Contemporary Style,Wingback Design,Button Tufted,Padded Fabric,Solid Wood & Others*,Brown,,,,,
7727,CM-BN6186-LV-PK,867,Living,Love Seat,ROBIN,Contemporary,,,,Love Seat,"CM-BN6186-LV-1, CM-BN6186-2",Furniture of America ROBIN Contemporary Love Seat,2,93.5,"51 1/2""W X 31""D X 39 1/4""H (Seat Ht: 20"", Seat Dp: 20"")",,,,0,CM-BN6186.jpg,Brown,Contemporary Style,Wingback Design,Button Tufted,Padded Fabric,Solid Wood & Others*,Brown,,,,,
7728,CM-BN6247,867,Living,Love Seat,LAVRE,Contemporary,,,,Love Seat w/ 2 Pillows,,Furniture of America LAVRE Contemporary Love Seat w/ 2 Pillows,1,72.6,"Chair: 48""W X 34""D X 47 1/2""(Seat Ht: 17 1/2"", Seat Dp: 26""), Pillow: 16"" X 16"" X 6""","Linen-like Fabric, Solid Wood & Others",100% Polyester,,0,CM-BN6247.jpg,Ivory,Contemporary Style,Flax Fabric,Solid Wood & Others,Ivory,,,,,,,"Add a romantic touch to your living space with this elegant accent loveseat. Made of flax fabric, the high back seat, matching pillows and button tufting each bring their own appeal to become this charming two-seater. Let the wingback sides curl grac efully around you and your loved one while the entire piece is upheld by a sturdy solid wood frame -"
7729,CM-BN6223BG,868,Living,Love Seat,ALCACER,Traditional,Love Seat Bench,,,"Love Seat Bench, Beige",,"Furniture of America ALCACER Traditional Love Seat Bench, Beige",1,97.9,"57 1/2""L X 28 7/8""W X 53 3/4""H (Seat Ht: 24 3/4"", Seat Dp: 18 1/2"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-BN6223BG.jpg,Beige,Romantic Mid-Century Design,Padded Fabric Bench,Wing Back,Button Tufting,Cabriole Legs,,,,,,"Add a touch of style to your living room décor with this elegant bench. Padded seats provide comfortable seating, with button-tufting for decorative detail. Includes matching pillows. - -"
7730,CM-BN6223GY,868,Living,Love Seat,ALCACER,Traditional,Love Seat Bench,,,"Love Seat Bench, Gray",,"Furniture of America ALCACER Traditional Love Seat Bench, Gray",1,97.9,"57 1/2""L X 28 7/8""W X 53 3/4""H (Seat Ht: 24 3/4"", Seat Dp: 18 1/2"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-BN6223GY.jpg,Gray,Romantic Mid-Century Design,Padded Fabric Bench,Wing Back,Button Tufting,Cabriole Legs,,,,,,"Add a touch of style to your living room décor with this elegant bench. Padded seats provide comfortable seating, with button-tufting for decorative detail. Includes matching pillows. - -"
7731,CM-BN6223TL,868,Living,Love Seat,ALCACER,Traditional,Love Seat Bench,,,"Love Seat Bench, Teal",,"Furniture of America ALCACER Traditional Love Seat Bench, Teal",1,97.9,"57 1/2""L X 28 7/8""W X 53 3/4""H (Seat Ht: 24 3/4"", Seat Dp: 18 1/2"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-BN6223TL.jpg,Teal,Romantic Mid-Century Design,Padded Fabric Bench,Wing Back,Button Tufting,Cabriole Legs,,,,,,"Add a touch of style to your living room décor with this elegant bench. Padded seats provide comfortable seating, with button-tufting for decorative detail. Includes matching pillows. - -"
7734,CM-BN6449GY-PK,868,Living,Love Seat,Alicante,Transitional,Love Seat Bench,,,"Love Seat Bench, Gray","CM-BN6449GY-1, CM-BN6449GY-2","Furniture of America Alicante Transitional Love Seat Bench, Gray",2,136.18,"56 3/4""W X 37""D X 48 1/2""H (SEAT HT: 19 1/2""H, SEAT DP: 26"")","Linen, Solid Wood, Wood Veneer & Others",100% Polyester,,0,CM-BN6449GY.jpg,Gray,Transitional Style,Wing Back w/ Nailhead,Button Tufting,Button Tufting,Solid Wood/Wood Veneer/Others,Gray,,,,,"Classic beauty never goes out of style. This wingback loveseat features gorgeous tufting along the back while nailhead trim runs along the sloped track arms. Two accent pillows come paired with the removable seat cushions, off ering extra comfort whe n needed. -"
7737,CM-BN6449TL-PK,868,Living,Love Seat,Alicante,Transitional,Love Seat Bench,,,"Love Seat Bench, Dark Teal","CM-BN6449TL-1, CM-BN6449TL-2","Furniture of America Alicante Transitional Love Seat Bench, Dark Teal",2,136.18,"57 3/4""W X 37""D X 48 1/2""H (SEAT HT: 19 1/2""H, SEAT DP: 26"")","Linen, Solid Wood, Wood Veneer & Others",100% Polyester,,0,CM-BN6449TL.jpg,Dark Teal,Transitional Style,Wing Back w/ Nailhead,Button Tufting,Button Tufting,Solid Wood/Wood Veneer/Others,Dark Teal,,,,,"Classic beauty never goes out of style. This wingback loveseat features gorgeous tufting along the back while nailhead trim runs along the sloped track arms. Two accent pillows come paired with the removable seat cushions, off ering extra comfort whe n needed. -"
7738,CM-BN6226BG,869,Living,Love Seat,AMORA,Traditional,Love Seat Bench,,,"Love Seat Bench, Beige",,"Furniture of America AMORA Traditional Love Seat Bench, Beige",1,77.4,"55 1/2""L X 25 5/8""W X 44 5/8""H (Seat Ht: 24 5/8"", Seat Dp: 13 3/4"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-BN6226BG.jpg,Beige,Romantic Mid-Century Design,Wing Back,Tufting,Nailhead Trim,,,,,,,"The latest in classic sheltered wing style armchair  trim and tailored, with a soft flare to the arms with decorative nailhead trim. A timeless piece that is exceptionally comfortable, thanks to a tall supportive back with tight seat bench-style sea t cushion. -"
7739,CM-BN6226GY,869,Living,Love Seat,AMORA,Traditional,Love Seat Bench,,,"Love Seat Bench, Gray",,"Furniture of America AMORA Traditional Love Seat Bench, Gray",1,77.4,"55 1/2""L X 25 5/8""W X 44 5/8""H (Seat Ht: 24 5/8"", Seat Dp: 13 3/4"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-BN6226GY.jpg,Gray,Romantic Mid-Century Design,Wing Back,Tufting,Nailhead Trim,,,,,,,"The latest in classic sheltered wing style armchair  trim and tailored, with a soft flare to the arms with decorative nailhead trim. A timeless piece that is exceptionally comfortable, thanks to a tall supportive back with tight seat bench-style sea t cushion. -"
7740,CM-BN6226TL,869,Living,Love Seat,AMORA,Traditional,Love Seat Bench,,,"Love Seat Bench, Teal",,"Furniture of America AMORA Traditional Love Seat Bench, Teal",1,77.4,"55 1/2""L X 25 5/8""W X 44 5/8""H (Seat Ht: 24 5/8"", Seat Dp: 13 3/4"")","Fabric, Solid Wood & Others",100% Polyester,,0,CM-BN6226TL.jpg,Teal,Romantic Mid-Century Design,Wing Back,Tufting,Nailhead Trim,,,,,,,"The latest in classic sheltered wing style armchair  trim and tailored, with a soft flare to the arms with decorative nailhead trim. A timeless piece that is exceptionally comfortable, thanks to a tall supportive back with tight seat bench-style sea t cushion. -"
7741,CM-BN6277BG,869,Living,Love Seat,LEXI,Contemporary,Love Seat Bench,,,"Love Seat Bench, Beige",,"Furniture of America LEXI Contemporary Love Seat Bench, Beige",1,52.36,"45 3/4""W X 28""D X 35 3/4""H (Seat Ht: 20 1/2"", Seat Dp: 20 1/2"")",,100% Polyester,,0,CM-BN6277BG.jpg,Beige,Contemporary Style,Padded Fabric Chair,Curved Back Rest,Welt Trim Accents,Pillows Included,Espresso Legs,"Solid Wood, Wood Veneer, Others",4 Colors Available,,,"The perfect piece to cuddle up while adding a vibrant touch of color to any living room. This love seat is upholstered in linen-like fabric, supported upon deep espresso legs, and features two accent pillows that easily increase seating ease and styl e. -"
