1,Item,,Description,Qty Now,Qty Coming in 7 Days,Qty Coming in 30 Days,,,,Cat 15-16,,Cat 16-17,,
1232,CM3332T,,"ROUND DINING TABLE, WALNUT FINISH (16-P357)",85,,,,,847289058465,DSC,,.,,D
1246,CM3339CH-SC-2PK,,SIDE CHAIR (2/CTN) (18-P532),89,,,,,847289055242,367,,532,,D
1250,CM3339SV,,Server (17-P367),,,,,,847289055365,367,,DSC,,D
1251,CM3339T,,Dining Table (17-P367),27,,,,,847289055358,367,,DSC,,D
1312,CM3351T-7PK,,7 Pc. Dining Table Set (17-P382),13,,,,,841403144133,382,,DSC,,D
1345,CM3355BN,,Bench (17-P342),,,,,,841403128164,342,,DSC,,D
1346,CM3355PBN,,Counter Ht. Bench (17-P431),,,,,,841403128195,431,,DSC,,D
1347,CM3355PC-2PK,,Counter Ht. Chair (2/CTN) (17-P431),12,,,,,841403128188,431,,DSC,,D
1348,CM3355PT,,Counter Ht. Table (17-P431),,,,,,841403128171,431,,DSC,,D
1352,CM3355SC-2PK,,Side Chair (2/CTN) (17-P342),,,,,,841403128157,342,,DSC,,D
1353,CM3355T,,Dining Table (17-P342),,,,,,841403128140,342,,DSC,,D
1356,CM3356SC-2PK,,Side Chair (2/CTN) (17-P340),,,,,,841403127570,340,,DSC,,D
1357,CM3356T,,Table (17-P340),,,,,,841403127563,340,,DSC,,D
1360,CM3357PC-2PK,,Counter Ht. Chair (2/CTN) (17-P442),66,,,,,841403127617,442,,DSC,,D
1361,CM3357PT,,Counter Ht. Table (17-P442),,,,,,841403127600,442,,DSC,,D
1363,CM3357SC-2PK,,Side Chair (2/CTN) (17-P360),50,,,,,841403127594,360,,DSC,,D
1364,CM3357T,,Dining Table (17-P360),,,,,,841403127587,360,,DSC,,D
1408,CM3364BK-T-1,,Dining Table Glass Top (17-P405),,,,,,841403124081,405,,DSC,,D
1409,CM3364BK-T-2,,Dining Table Legs (17-P405),,,,,,841403124098,405,,DSC,,D
1412,CM3364WH-T-1,,Dining Table Glass Top (17-P405),,,,,,841403124104,405,,DSC,,D
1413,CM3364WH-T-2,,Dining Table Legs (17-P405),,,,,,841403124111,405,,DSC,,D
1417,CM3365SV,,Server (17-P336),24,,,,,841403131911,336,,DSC,,D
1418,CM3365T,,Dining Table (17-P336),,,,,,841403124753,336,,DSC,,D
1436,CM3368BN,,Bench (17-P372),,,,,,841403153807,372,,DSC,,D
1479,CM3377CPN-BT-3A,,"Bar Ht Wine Table, Wh/Cpn (17-P461)",,,,,,841403148469,461,,DSC,,D
1480,CM3377CPN-PT-3A,,"Counter Ht Wine Table, Wh/Cpn (17-P461)",,,,,,841403148452,461,,DSC,,D
1481,CM3377CRM-BT-3A,,"Bar Ht Wine Table, Exp/Crm (17-P461)",,,,,,841403148445,461,,DSC,,D
1482,CM3377CRM-PT-3A,,"Counter Ht Wine Table, Exp/Crm (17-P461)",,,,,,841403148438,461,,DSC,,D
1500,CM3383C-BK-SC-2PK,,Side chair in Chrome & black finish (17-SUP-P150),27,,,,,841403168962,SUP-150,,MIS,,D
1501,CM3383C-WH-SC-2PK,,Side chair in Chrome & white finish (17-SUP-P150),32,,,,,841403168979,SUP-150,,MIS,,D
1576,CM3416PC-2PK,,Counter height chair w/Black PU (16-P424),61,,,,,847289092742,DSC,,.,,D
1577,CM3416PT,,"Counter height table, Dark walnut finish (16-P424)",,,,,,847289092735,DSC,,.,,D
1579,CM3416SC-2PK,,Side Chair w/Black PU (16-P341),,,,,,847289092728,DSC,,.,,D
1580,CM3416T,,"Dining Table, Dark walnut finish (16-P341)",,,,,,847289092711,DSC,,.,,D
1592,CM3420T-7PK,,7 Pc. Dining Table Set (17-P383),25,,,,,847289045687,383,,DSC,,D
1593,CM3423DK-SC-2PK,,"SIDE CHAIR W/ ESPRESSO PU, ESPRESSO FINISH (16-P351)",,,,,,847289050490,DSC,,.,,D
1594,CM3423PC-2PK,,"COUNTER HEIGHT CHAIR W/CREAM PU, ESPRESSO FINISH (14-P328)",,,,,,847289036159,.,,.,,D
1595,CM3423PT,,"DOWNTOWN ROUND COUNTER HEIGHT TABLE, ESPRESSO FINISH (14-P328)",,,,,,847289036142,.,,.,,D
1597,CM3423SV,,Server (17-P363),,,,,,847289047339,DSC,,.,,D
1611,CM3430T-7PK,,"7PK DINING TABLE SET, SIDE CHAIR W/BROWN PU, CAPPUCCINO FINISH (14-P304)",,,,,,847289056416,.,,.,,D
1612,CM3431PC-2PK,,"Counter Height Chair w/wooden seat, Black & Antique oak finish (15-P331)",,,,,,847289082163,.,,.,,D
1613,CM3431PT,,"Counter Height table w/1*18 Leaf, Black & Antique oak finish (15-P331)",13,,,,,847289082156,.,,.,,D
1614,CM3431PT-7PC,,COUNTER HT TABLE + 6 CHAIRS (15-P331),,,,,,1354,.,,.,,D
1615,CM3431PT-9PC,,COUNTER HT TABLE + 8 CHAIRS (15-P331),,,,,,1355,.,,.,,D
1621,CM3432PBN,,"PVC Seat Bench, Cherry Finish (15-P346)",,,,,,847289099369,.,,.,,D
1622,CM3432PC-2PK,,"180o Swivel Counter Heigt Chair, Cherry Finish (15-P346)",,,,,,847289099352,.,,.,,D
1623,CM3432PT,,"Counter Height Table, Cherry Finish (15-P346)",,,,,,847289099345,.,,.,,D
1624,CM3432PT-6PC,,TABLE + 4 SIDE CHAIRS + BENCH (15-P346),,,,,,1364,.,,.,,D
1625,CM3432PT-7PC,,TABLE + 6 SIDE CHAIRS (15-P346),,,,,,1365,.,,.,,D
1631,CM3434BT-5PK,,5 Pc. Bar Table Set (17-P463),,,,,,841403147035,463,,DSC,,D
1641,CM3436PC-2PK,,"Counter Height Chair, Dark Oak finish (16-P415)",,,,,,847289095859,DSC,,.,,D
1642,CM3436PT,,"Square Counter Height Table w/5MM Tempered Glass, w/1*18 Leaf, Dark Oak finish (16-P415)",,,,,,847289095842,DSC,,.,,D
1645,CM3436SC-2PK,,"Side Chair w/ Fabric, Dark Oak finish (15-P251)",,,,,,847289095804,.,,.,,D
1646,CM3436SV,,"Server,Dark Oak Finish (16-P415)",,,,,,847289003830,DSC,,.,,D
1647,CM3436T-66,,"Dining Table w/5MM Tepered GlassTop, Dark Oak finish (15-P251)",17,,,,,847289095811,.,,.,,D
1648,CM3436T-66-7PC,,TABLE + 6 SIDE CHAIRS (15-P251),,,,,,1387,.,,.,,D
1649,CM3436T-78,,"Dining Table w/5MM Tempered GlassTop, w/1*18Leaf, Dark Oak finish (15-P250)",11,,,,,847289095798,.,,.,,D
1650,CM3436T-78-7PC,,TABLE + 6 SIDE CHAIRS (15-P250),,,,,,1389,.,,.,,D
1651,CM3436T-78-9PC,,TABLE + 8 SIDE CHAIRS (15-P250),,,,,,1390,.,,.,,D
1663,CM3440T-78-1,,Dining Table Top (17-P311),,,,,,841403132024,311,,DSC,,D
1664,CM3440T-78-2,,Dining Table Legs (17-P311),,,,,,841403132031,311,,DSC,,D
1668,CM3440T-94-1,,Dining Table Top (17-P310),,,,,,841403132000,310,,DSC,,D
1669,CM3440T-94-2,,Dining Table Legs (17-P310),,,,,,841403132017,310,,DSC,,D
1673,CM3441CN,,Wine Cabinet (17-P312),12,,,,,841403132086,312,,DSC,,D
1674,CM3441T-1,,Dining Table Top (17-P312),,,,,,841403132062,312,,DSC,,D
1675,CM3441T-2,,Dining Table 2 Pedestals (17-P312),7,,,,,841403132079,312,,DSC,,D
1679,CM3442CN,,Display Cabinet (17-P313),,,,,,841403132055,313,,DSC,,D
1680,CM3442RT-1,,Round Dining Table Top (17-P313),,,,,,841403132048,313,,DSC,,D
1681,CM3442RT-2,,Round Dining Table Pedestal (17-P313),,,,,,841403132093,313,,DSC,,D
1755,CM3463SC-2PK,,Side Chair (2/CTN) (17-P343),262,,,,,841403151650,343,,DSC,,D
1756,CM3463T,,Dining Table (17-P343),82,,,,,841403151643,343,,DSC,,D
1759,CM3464SC-2PK,,Side Chair (2/CTN) (17-P324),,,51,05-21-2018,,841403149299,324,,DSC,,D
1760,CM3464T-1,,Dining Table (17-P324),,,,,,841403149275,324,,DSC,,D
1761,CM3464T-2,,Dining Table Base (17-P324),,,,,,841403149282,324,,DSC,,D
1781,CM3503BL-SC-2PK,,"Side chair in blue finish, fabric#BY-3129-32(16-P463)",,,,,,841403117724,DSC,,.,,D
1782,CM3503GR-SC-2PK,,"Side chair in green finish, fabric#BY-3129-30 (16-P463)",11,,,,,841403117700,DSC,,.,,D
1783,CM3503GY-SC-2PK,,"Side chair in gray finish, fabric#BY-3129-33  (16-P463)",,,,,,841403117731,DSC,,.,,D
1784,CM3503RD-SC-2PK,,"Side chair in red finish, fabric#BY-3129-31 (16-P463)",,,,,,841403117717,DSC,,.,,D
1785,CM3504BC-26-2PK,,"26"" BAR STOOL (2/CTN) (18-P473)",,,,05-24-2018,,841403197900,SUP-171,,473,,D
1786,CM3504BC-30-2PK,,"30"" BAR STOOL (2/CTN) (18-P473)",61,,,,,841403175069,SUP-171,,473,,D
1787,CM3504BT,,BAR TABLE (18-P473),64,,,,,841403175052,SUP-171,,473,,D
1790,CM3505BL-SC-2PK,,"Side chair in blue finish, fabric#BY-3129-41 (16-P463)",,,,,,841403117779,DSC,,.,,D
1791,CM3505GR-SC-2PK,,"Side chair in green finish, fabric#BY-3129-38 (16-P463)",,,,,,841403117748,DSC,,.,,D
1792,CM3505GY-SC-2PK,,"Side chair in gray finish, fabric#BY-3129-40  (16-P463)",,,,,,841403117762,DSC,,.,,D
1793,CM3505RD-SC-2PK,,"Side chair in red finish, fabric#BY-3129-39  (16-P463)",,,,,,841403117755,DSC,,.,,D
1794,CM3506SC-2PK,,STAINLESS FOLDING CHAIR (2/CTN) (18-P355),62,,,,,841403175045,SUP-150,,355,,D
1795,CM3506T,,STAINLESS FOLDING TABLE (18-P355),61,,,,,841403175038,SUP-150,,355,,D
1797,CM3507B-SC-2PK,,"Accent Chair, White & Blue (17-P477)",23,,,,,841403117045,477,,DSC,,D
1798,CM3507R-SC-2PK,,"Accent Chair, Orange (17-P477)",,,,,,841403117038,477,,DSC,,D
1799,CM3507Y-SC-2PK,,"Accent Chair, Yellow & Gray (17-P477)",119,,,,,841403117052,477,,DSC,,D
1804,CM3521T-5PK,,5 Pc. Dining Table Set (17-P387),,,,,,847289096269,387,,DSC,,D
1806,CM3522PT-5PK,,"5PK Counter height table set (1PT+4PC), Antique Oak Finish (15-P377)",,,,,,847289083023,.,,.,,D
1807,CM3522T-7PK,,"7PK Dining table set (1T+6SC), Antique Oak finish (15-P300)",,,,,,847289083016,.,,.,,D
1808,CM3527AC-2PK,,"Arm chair with fabric, cherry finish (16-P268)",,,,,,847289005063,DSC,,.,,D
1809,CM3527HB-B,,"Buffet, cherry finish (16-P268)",,,,,,847289005094,DSC,,.,,D
1810,CM3527HB-H,,"Hutch, cherry finish (16-P268)",,,,,,847289005087,DSC,,.,,D
1812,CM3527SC-2PK,,"Side chair with fabric, cherry finish (16-P268)",30,,,,,847289005070,DSC,,.,,D
1813,CM3527T-1,,"Dining table top, cherry finish (16-P268)",14,,,,,847289005049,DSC,,.,,D
1814,CM3527T-2,,"Dining table base, cherry finish (16-P268)",15,,,,,847289005056,DSC,,.,,D
1824,CM3529BN,,BENCH (18-P353),64,,,,,841403153289,337,,353,,D
1825,CM3529GY-BN,,BENCH (18-P353),21,,,,,841403174789,SUP-135,,353,,D
1826,CM3529GY-PC-2PK,,COUNTER HT. CHAIR (2/CTN) (18-P470),,,,05-24-2018,,841403174796,SUP-170,,470,,D
1827,CM3529GY-PC-4PK,,COUNTER HT. CHAIR (4/CTN) (18-P470),,,,05-24-2018,,841403174802,SUP-170,,470,,D
1828,CM3529GY-PT,,COUNTER HT. TABLE (18-P470),44,,,,,841403174642,SUP-170,,470,,D
1831,CM3529GY-SC-2PK,,SIDE CHAIR (2/CTN) (18-P353),25,,,,,841403174765,SUP-135,,353,,D
1832,CM3529GY-SC-4PK,,SIDE CHAIR (4/CTN) (18-P353),26,,,,,841403174772,SUP-135,,353,,D
1833,CM3529GY-T,,DINING TABLE (18-P353),8,,,,,841403174659,SUP-135,,353,,D
1849,CM3531PBN,,Counter Ht. Bench w/ Ivory Flax Fabric (17-P417),,,,,,847289097273,417,,DSC,,D
1850,CM3531PC-2PK,,Counter Ht. Chair w/ Ivory Fabric (2/CTN) (17-P417),,,,,,847289097266,417,,DSC,,D
1851,CM3531PT,,Counter Ht. Table w/ Concrete-Like Inserts (17-P417),31,,,,,847289093503,417,,DSC,,D
1871,CM3536SC-2PK,,"Side Chair with Black PU seat, Brown Cherry finish (16-P288)",7,,,,,847289096825,DSC,,.,,D
1872,CM3536T,,"Dining table, Brown Cherry finish (16-P288)",,,,,,847289096818,DSC,,.,,D
1874,CM3537PC-2PK,,[DSC] PUB CHAIR (11-P178),,,,,,847289017417,.,,.,,D
1875,CM3537PT-5PC,,"[DSC] VALUE: REG $462, PUB TABLE + 4 PUB CHAIRS",,,,,,1465,.,,.,,D
1878,CM3538T,,"Dining table, Rustic walnut finish (16-P296)",11,,,,,847289006275,DSC,,.,,D
1902,CM3550A-PC-2PK,,"COUNTER HEIGHT CHAIR, LIGHT OAK FINISH (16-P415)",10,,,,,847289058533,DSC,,.,,D
1903,CM3550A-SC-2PK,,"SIDE CHAIR,  LIGHT OAK FINISH (16-P331)",,,,,,847289058519,DSC,,.,,D
1904,CM3551PC-24-CA-2PK,,[DSC] 24 BAR STOOL  (13-P505),,,,,,847289017486,.,,.,,D
1919,CM3554T-7PC-IV,,DINING TABLE + 6 SIDE CHAIRS (IVORY) (15-P269),,,,,,1529,.,,.,,D
1920,CM3554T-9PC-IV,,DINING TABLE + 8 SIDE CHAIRS (IVORY) (15-P269),,,,,,1531,.,,.,,D
1921,CM3555PT-42,,"42"" SQUARE COUNTER HT. TABLE",,,,,,847289070856,.,,.,,D
1923,CM3556T-3312ASC-5PC,,DINING TABLE + 4 SIDE CHAIRS (CM3312ASC) (15-P294),,,,,,1566,.,,.,,D
1953,CM3558AC-2PK,,Arm Chair (2/CTN) (17-P315),,,,,,847289071419,DSC,,.,,D
1954,CM3558B,,Buffet (17-P315),,,,,,847289071433,DSC,,.,,D
1955,CM3558H,,Hutch (17-P315),7,,,,,847289071426,DSC,,.,,D
1957,CM3558SC-2PK,,Side Chair (2/CTN) (17-P315),26,,,,,847289071402,DSC,,.,,D
1958,CM3558T-1,,Dining Table (17-P315),,,,,,847289071389,DSC,,.,,D
1959,CM3558T-2,,Dining Table (17-P315),,,,,,847289071396,DSC,,.,,D
1999,CM3563T-1,,"Dining table top, Rustic OAK finish (16-P293)",27,,,,,847289006855,DSC,,.,,D
2000,CM3563T-2,,"Dining table legs, Rustic OAK finish (16-P293)",31,,,,,847289006862,DSC,,.,,D
2023,CM3565T-7PC,,DINING TABLE + 6 SIDE CHAIRS (LEATHERETTE) (15-P268),,,,,,1626,.,,.,,D
2024,CM3565T-7PC-IV,,DINING TABLE + 6 SIDE CHAIRS (IVORY) (15-P268),26,,,,,1627,.,,.,,D
2025,CM3566PT-5PC,,COUNTER HT. TABLE + 4 CHAIRS (LEATHERETTE),,,,,,1629,.,,.,,D
2026,CM3566PT-5PC-IV,,COUNTER HT. TABLE + 4 CHAIRS (IVORY),48,,,,,1630,.,,.,,D
2027,CM3566T-6PC-BENCH,,DINING TABLE + 4 SIDE CHAIRS + BENCH,,,,,,1632,.,,.,,D
2028,CM3566T-7PC,,DINING TABLE + 6 SIDE CHAIRS (LEATHERETTE),,,,,,1633,.,,.,,D
2029,CM3566T-7PC-IV,,DINING TABLE + 6 SIDE CHAIRS (IVORY),43,,,,,1634,.,,.,,D
2030,CM3567T-6PC-BENCH,,DINING TABLE + 4 SIDE CHAIRS + BENCH,,,,,,1636,.,,.,,D
2031,CM3567T-7PC,,DINING TABLE + 6 SIDE CHAIRS (LEATHERETTE),,,,,,1637,.,,.,,D
2032,CM3567T-7PC-IV,,DINING TABLE + 6 SIDE CHAIRS (IVORY),41,,,,,1638,.,,.,,D
2039,CM3571PT-5PK,,"5PK Counter height table set, Wire Brushed Gray + Expresso finish (15-P375)",,,,,,847289093824,.,,.,,D
2040,CM3571T-5PK,,"5PK Dining table set, Wire Brushed Gray + Expresso finish (15-P301)",,,,,,847289093817,.,,.,,D
2055,CM3578T-3200SC-7PC,,TABLE + 6 SIDE CHAIRS (CM3200SC) (15-P313),,,,,,1656,.,,.,,D
2058,CM3578T-5PC,,"MADISON DINING TABLE + 4 CHAIRS, ESPRESSO FINISH (15-P313)",,,,,,1659,.,,.,,D
2059,CM3578T-7PC,,"MADISON DINING TABLE + 6 CHAIRS, ESPRESSO FINISH (15-P313)",,,,,,1660,.,,.,,D
2064,CM3590PT,,Marble-Insert Square Counter Ht. Table (17-P429),,,,,,847289017721,429,,DSC,,D
2067,CM3590SC-2PK,,SIDE CHAIR W/PU (CAL.) (16-P354),,,,,,847289017738,DSC,,.,,D
2068,CM3590SV,,SERVER (18-P481),,,,,,847289017745,429,,481,,D
2069,CM3590T,,DINING TABLE/STONE TOP    09-P80 (16-P354),28,,,,,847289017752,DSC,,.,,D
2070,CM3590T-54-7PC,,TABLE + 6 COUNTER HEIGHT CHAIRS (14-P280),,,,,,1685,.,,.,,D
2099,CM3605BN,,"Wooden Bench, Harvest Brown Finish (15-P270)",,,,,,847289081203,.,,.,,D
2100,CM3605T,,"Dining table, Harvest Brown finish (15-P270)",,,,,,847289081197,.,,.,,D
2101,CM3605T-3PC,,DINING TABLE + 2 BENCHES (15-P270),,,,,,1704,.,,.,,D
2125,CM3616PC-4PK,,"Counter height Chair, Black Finish (15-P369)",,,,,,847289096061,.,,.,,D
2126,CM3616PT,,"Counter Height Table, Black Finish (15-P369)",,,,,,847289096054,.,,.,,D
2127,CM3616PT-5PC,,COUNTER HT. TABLE + 4 CHAIRS (15-P369),,,,,,1730,.,,.,,D
2128,CM3625PC-2PK,,Counter Ht. Chair (2/CTN) (17-P480),152,,,,,847289035862,480,,DSC,,D
2129,CM3625PT-1,,"WEST PALM ROUND COUNTER HEIGHT TABLE TOP -10MM TEMPRATED CLEAR GLASS, ESPRESSO (15-P374)",,,,,,847289035848,.,,.,,D
2130,CM3625PT-2,,"WEST PALM ROUND COUNTER HEIGHT TABLE BASE, ESPRESSO (15-P374)",,,,,,847289035855,.,,.,,D
2131,CM3625PT-5PC,,ROUND COUNTER HT TABLE + 4 COUNTER HT. CHAIRS (15-P374),,,,,,1749,.,,.,,D
2132,CM3625PT-TABLE,,ROUND COUNTER HT TABLE (15-P374),,,,,,1750,.,,.,,D
2171,CM3668RT,,"Round dinning table, antique oak & black finish (16-P317)",,,,,,841403111173,DSC,,.,,D
2176,CM3669PT,,"COUNTER HEIGHT TABLE W/MOSAIC TOP, BROWN CHERRY FINISH (16-P427)",33,,,,,847289053781,DSC,,.,,D
2182,CM3686BN,,Bench (17-P331),,,,,,847289035121,DSC,,.,,D
2194,CM3686SC-2PK,,Side Chair (2/CTN) (17-P331),,,,,,847289035114,DSC,,.,,D
2195,CM3686T-1,,Dining Table Top (17-P331),,,,,,847289035091,DSC,,.,,D
2196,CM3686T-2,,Dining Table Legs (17-P331),,,,,,847289035107,DSC,,.,,D
2203,CM3693PC-2PK,,COUNTER HT. CHAIR (2/CTN) (18-P532),64,,,,,847289057390,438,,532,,D
2207,CM3693RPT,,Marble Top Round Counter Ht. Table (17-P438),,,,,,847289057758,DSC,,.,,D
2210,CM3693SC-2PK,,SIDE CHAIR (2/CTN) (18-P403),30,,,,,847289057376,370,,403,,D
2293,CM3750PC-2PK,,"Counter Height Chair w/PU cushion, Cherry Finish (15-P343)",,,,,,847289093909,.,,.,,D
2294,CM3750PT,,"Counter Height Table w/1*18 Leaf, Cherry Finish (15-P343)",,,,,,847289093893,.,,.,,D
2295,CM3750PT-7PC,,TABLE + 6 SIDE CHAIRS (15-P343),,,,,,1871,.,,.,,D
2296,CM3750PT-9PC,,TABLE + 8 SIDE CHAIRS (15-P343),,,,,,1872,.,,.,,D
2297,CM3750SC-2PK,,"Side Chair w/PU Cushion, Cherry Finish (15-P256)",,,,,,847289093886,.,,.,,D
2298,CM3750T,,"Dining Table w/1*18 leaf, Cherry (15-P256)",7,,,,,847289093879,.,,.,,D
2299,CM3750T-7PC,,TABLE + 6 SIDE CHAIRS (15-P256),,,,,,1875,.,,.,,D
2300,CM3750T-9PC,,TABLE + 8 SIDE CHAIRS (15-P256),,,,,,1876,.,,.,,D
2302,CM3751PC-2PK,,"Counter height chair, Expresso finish (16-P388)",19,,,,,847289095781,DSC,,.,,D
2303,CM3751PT-1,,"Counter height table top, Expresso finish (16-P388)",,,,,,847289095767,DSC,,.,,D
2304,CM3751PT-2,,"Counter height table base, Expresso finish (16-P388)",,,,,,847289095774,DSC,,.,,D
2318,CM3772G-2,,PALM BAY ROUND GLASS TOP W/8MM TAMPERED GLASS (16-P437),22,,,,,847289044604,DSC,,.,,D
2320,CM3772PT-B-1,,"PALM BAY COUNTER HEIGHT TABLE BASE, EXPRESSO FINISH (16-P437)",,,,,,847289044598,DSC,,.,,D
2322,CM3772T-5PC,,TABLE + 4 SIDE CHAIRS (15-P297),,,,,,1894,.,,.,,D
2323,CM3772T-B-1,,"PALM BAY ROUND DINING TABLE BASE, EXPRESSO FINISH (15-P297)",,,,,,847289044611,.,,.,,D
2324,CM3772T-TABLE,,DINING TABLE (15-P297),,,,,,1896,.,,.,,D
2336,CM3775BR-2PK,,"Barstool, Black & Dark oak finish (15-P641)",,,,,,847289073222,.,,.,,D
2337,CM3775BT,,ROUND BAR TABLE (15-P641),,,,,,847289073215,.,,.,,D
2338,CM3775BT-3PC,,BAR TABLE + 2 STOOLS (15-P641),,,,,,1920,.,,.,,D
2339,CM3775BT-5PC,,BAR TABLE + 4 STOOLS (15-P641),,,,,,1921,.,,.,,D
2367,CM3800PC-2PK,,"BARSTOOL W/PU CUSHION, DARK OAK FINISH (16-P467)",,,,,,847289018100,DSC,,.,,D
2368,CM3800PT-5PK,,5 Pcs counter height table set w/30mm fack marble top (15-P379),,,,,,847289018117,.,,.,,D
2369,CM3803BC-2PK,,Bar Stool (2/CTN) (17-P420),84,,,,,841403107619,420,,DSC,,D
2370,CM3803BT,,Bar Table (17-P420),,,,,,841403107602,420,,DSC,,D
2389,CM3822BK-SC-2PK,,"Side Chair, Black Finish (16-P376)",,,,,,847289091615,DSC,,.,,D
2390,CM3822BK-T,,"Dining Table, Black Finish (16-P376)",,,,,,847289091608,DSC,,.,,D
2392,CM3822WH-SC-2PK,,"Side Chair, White Finish (16-P376)",,,,,,847289091592,DSC,,.,,D
2393,CM3822WH-T,,"Dining Table, White Finish (16-P376)",,,,,,847289091585,DSC,,.,,D
2454,CM3827PC-2PK,,COUNTER HT. CHAIR (2/CTN) (18-P529),,,,,,841403119070,418,,529,,D
2455,CM3827RPT-1,,Round Counter Height Table Top (17-P418),17,,,,,841403119087,418,,DSC,,D
2456,CM3827RPT-2,,Round Counter Heigh Table Base (17-P418),16,,,,,841403119094,418,,DSC,,D
2459,CM3827RT-1,,"Round Dining table top, Bronze finish (16-P303)",,,,,,847289092919,DSC,,.,,D
2460,CM3827RT-2,,"Round Dining table base, Bronze finish (16-P303)",,,,,,847289002666,DSC,,.,,D
2464,CM3827T-1,,"Dining table top, Bronze finish (16-P303)",,,,,,847289092933,DSC,,.,,D
2465,CM3827T-2,,"Dining table Base, Bronze finish (16-P303)",,,,,,847289092940,DSC,,.,,D
2468,CM3828RT,,"Round Dining table w/stone, Bronze finish (16-P302)",,,,,,847289092957,DSC,,.,,D
2470,CM3828SC-2PK,,"Side Chair, Bronze finish (16-P302)",,,,,,847289092964,DSC,,.,,D
2471,CM3828T,,"Dining table w/ concrete-like, Bronze finish (16-P302)",,,,,,847289092971,DSC,,.,,D
2495,CM3838DK-SC-2PK,,SIDE CHAIR X BACK (15-P311),,,,,,847289018391,.,,.,,D
2496,CM3838DK-T,,DINING TABLE (38X38) (15-P311),,,,,,847289018407,.,,.,,D
2497,CM3838DK-T-5PC,,"DINING TABLE + 4 CHAIRS, ESPRESSO FINISH (15-P311)",,,,,,2044,.,,.,,D
2540,CM3841SV,,"EVIOUS SERVER WITH FAUX MARBLE TOP, ESPRESSO FINISH (16-P351)",,,,,,847289036104,DSC,,.,,D
2541,CM3841T,,"EVIOUS II DINING TABLE WITH FAUX MARBLE TOP, ESPRESSO FINISH (16-P351)",,,,,,847289036098,DSC,,.,,D
2576,CM3848DK-T,,DINNING TABLE (30X48) (15-P311),91,,,,,847289018711,.,,.,,D
2577,CM3848DK-T 5PC,,,,,,,,2093,,,,,D
2578,CM3848DK-T-5PC,,"DINING TABLE + 4 SIDE CHAIRS, ESPRESSO FINISH (15-P311)",,,,,,2094,.,,.,,D
2579,CM3849SC-2PK,,SIDE CHAIR (2/CTN) (18-P426),39,,,05-30-2018,,847289018728,359,,426,,D
2580,CM3849SV,,SERVER (18-P426),,,,,,847289018735,359,,426,,D
2601,CM3867PC-CA-2PK,,Counter Ht. Chair (2/CTN) (17-P482),96,,,,,847289018926,482,,DSC,,D
2602,CM3867SC-CA-2PK,,Side Chair (2/CTN) (17-P482),108,,,,,847289018957,482,,DSC,,D
2603,CM3868PT-40,,"PUB TABLE W/55M, DARK OAK (15-P379)",,,,,,847289018988,.,,.,,D
2604,CM3868PT-40-5PC,,TABLE + 4 CHAIRS (15-P379),,,,,,2143,.,,.,,D
2605,CM3868PT-44,,"PUB TABLE W/55M, DARK OAK (15-P379)",7,,,,,847289018995,.,,.,,D
2606,CM3868PT-44-5PC,,COUNTER HT. TABLE + 4 COUNTER HT. CHAIRS (15-P379),7,,,,,2145,.,,.,,D
2607,CM3868PT-44-7PC,,TABLE +6 CHAIRS (15-P379),7,,,,,2146,.,,.,,D
2608,CM3868T-48,,"48"" FAUX MARBLE TOP DINING TABLE",,,,,,847289019008,DSC,,.,,D
2610,CM3868T-60,,"60"" FAUX MARBLE TOP DINING TABLE",72,,,,,847289019015,DSC,,.,,D
2617,CM3871BK-PC-2PK,,Counter Ht. Chair (2/CTN) (17-P441),26,,,,,847289047094,441,,DSC,,D
2618,CM3871BK-SC-2PK,,"SIDE CHAIR W/PU (CAL FOAM), BLACK FINISH (16-P469)",40,,,,,847289047179,DSC,,.,,D
2619,CM3871PC-2PK,,Counter Ht. Chair (2/CTN) (17-P438),,,,,,847289057826,438,,DSC,,D
2620,CM3871PT,,Faux Marble Square Counter Ht. Table (17-P441),8,,,,,847289047087,441,,DSC,,D
2623,CM3871SC-2PK,,Side Chair (2/CTN) (17-P370),8,,,,,847289046462,370,,DSC,,D
2624,CM3871T,,"BELLEVIEW DINING TABLE W/FAUX MARBLE, BLACK FINISH (15-P290)",,,,,,847289047070,.,,.,,D
2625,CM3871T-3188BK-7PC,,TABLE + 6 SIDE CHAIRS (CM3188BK-SC) (15-P290),,,,,,2163,.,,.,,D
2626,CM3871T-7PC,,TABLE + 6 SIDE CHAIRS (15-P290),,,,,,2164,.,,.,,D
2667,CM3875AC-2PK,,Arm Chair (2/CTN) (17-P294),21,,,,,841403141002,294,,DSC,,D
2668,CM3875SC-2PK,,Side Chair (2/CTN) (17-P294),20,,,,,841403140999,294,,DSC,,D
2669,CM3875SV,,Server (17-P294),,,,,,841403141019,294,,DSC,,D
2670,CM3875T,,Dining Table (17-P294),19,,,,,841403140982,294,,DSC,,D
2679,CM3877SC-4PK,,"Side Chair (4/CTN), Green, Orange, Red & Pink (17-P335)",101,,,,,841403149763,335,,DSC,,D
2680,CM3877T,,Round Table (17-P335),,,,,,841403149756,335,,DSC,,D
2711,CM3884PT-5PK,,"5PK Counter height table set, Expresso finish (14-P365)",,,,,,847289071365,.,,.,,D
2712,CM3884T-7PK,,7 Pc. Dining Table Set (17-P384),,,,,,847289071372,384,,DSC,,D
