1,Item,Page 17-18,Categories,Sub-Categories,Tag #1,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
4767,CM3212HB-B,290,Dining,Buffets,,,,"Buffet, Cherry","Furniture of America ELANA Traditional Buffet, Cherry",VN,1,51,20.4,38,22.9,147.4,.,Traditional,,,,#N/A,ELANA,CM3212T.jpg,,,,,,,,,,,,
4808,CM3149HB-B,295,Dining,Buffets,,,,Buffet,Furniture of America Carlton Transitional Buffet,CN,1,61,19.6,35.5,24.6,119.68,.,Transitional,,,,0,Carlton,CM3149T.jpg,Brown Cherry,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,,,"Finished in a rich brown cherry, the matching chairs have a modern and comfortable leatherette padded seat and a uniquely designed chair back. Complete the set with beautifully crafted hutch and buffet, that will surely deliver elegance and style. - -"
4633,CM3150AC-2PK,273,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America ARCADIA Transitional Arm Chair (2/CTN),VN,1,50.1,22.5,15.4,10,60.5,"27 1/2""W X 25 3/8""D X 43""H (Seat Ht: 19"", Seat Dp: 18"")",Transitional,,,,0,ARCADIA,CM3150AC.jpg,"Rustic Natural Tone, Ivory",Transitional Style,Intricate Wood Inlay Details,Padded Ivory Fabric Cushions,"Solid Wood, Wood Veneer, Others*",Rustic Natural Tone Finish,,,,,,The ivory fabric upholstery provides a stunning contrast against the rustic natural tone finish for a look that is as cozy as it is chic. Intricate leg designs play beautifully off the delicately cut backs for a look that will inspire and amaze.  - -
4635,CM3150SC-2PK,273,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America ARCADIA Transitional Side Chair (2/CTN),VN,1,46.9,22.5,15.4,9.4,52.8,"22 1/4""W X 25 3/8""D X 43""H (Seat Ht: 19"", Seat Dp: 18"")",Transitional,,,,0,ARCADIA,CM3150SC.jpg,"Rustic Natural Tone, Ivory",Transitional Style,Intricate Wood Inlay Details,Padded Ivory Fabric Cushions,"Solid Wood, Wood Veneer, Others*",Rustic Natural Tone Finish,,,,,,The ivory fabric upholstery provides a stunning contrast against the rustic natural tone finish for a look that is as cozy as it is chic. Intricate leg designs play beautifully off the delicately cut backs for a look that will inspire and amaze.  - -
4640,CM3557CH-AC-2PK,274,Dining,Chairs,Arm Chair,,,"Arm Chair, Cherry (2/CTN)","Furniture of America MEDIEVE Traditional Arm Chair, Cherry (2/CTN)",CN,1,49.5,22,15.2,9.6,66,"26""L X 28""W X 46 1/2""H (Seat Ht: 19 1/2"", Seat Dp: 21"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,MEDIEVE,CM3557CH-T.jpg,Cherry,Elegant & Large Dining Set,Lion Claw Feet,"Solid Wood, Wood Veneer, Others",,,,,,,,"With a stunning appearance and eye catching design, the arm chair, side chair along with the hutch and buffet are a perfect addition to any traditional dinning room. The cherry finish delivers a sense of warmth for a grand dining area. - -"
4644,CM3557CH-SC-2PK,274,Dining,Chairs,,,,"Side Chair, Cherry (2/CTN)","Furniture of America MEDIEVE Traditional Side Chair, Cherry (2/CTN)",CN,1,49.5,22,15.2,9.6,61.6,"23""L X 28""W X 46 1/2""H (Seat Ht: 19 1/2"", Seat Dp: 21"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,MEDIEVE,CM3557CH-T.jpg,Cherry,Elegant & Large Dining Set,Lion Claw Feet,"Solid Wood, Wood Veneer, Others",,,,,,,,"With a stunning appearance and eye catching design, the arm chair, side chair along with the hutch and buffet are a perfect addition to any traditional dinning room. The cherry finish delivers a sense of warmth for a grand dining area. - -"
4648,CM3557AC-2PK,275,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America Medieve Traditional Arm Chair (2/CTN),CN,1,49.5,22,15.3,9.6,66,"26""W X 28""D X 46""H (Seat Ht: 17"", Seat Dp: 19 1/2"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,Medieve,CM3557AC.jpg,Antique Oak,Lion Claw Feet,"Solid Wood, Wood Veneer & Others",Antique Oak Finish,,,,,,,,"With a stunning appearance and eye catching design, the arm chair, side chair along with the hutch and buffet are a perfect addition to any traditional dinning room. The antique oak finish delivers a sense of warmth for a grand dining area. - -"
4655,CM3557SC-2PK,275,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America Medieve Traditional Side Chair (2/CTN),CN,1,49.5,22,15.3,9.6,61.6,"23""W X 28""D X 46""H (Seat Ht: 17"", Seat Dp: 19 1/2"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,Medieve,CM3557SC.jpg,Antique Oak,Lion Claw Feet,"Solid Wood, Wood Veneer & Others",Antique Oak Finish,,,,,,,,"With a stunning appearance and eye catching design, the arm chair, side chair along with the hutch and buffet are a perfect addition to any traditional dinning room. The antique oak finish delivers a sense of warmth for a grand dining area. - -"
4659,CM3243AC-2PK,276,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America VICENTE Traditional Arm Chair (2/CTN),CN,1,48.2,23.8,15.2,10.1,66,"27""L X 26""W X 46""H (Seat Ht: 19"", Seat Dp: 19 1/2"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,VICENTE,CM3243T.jpg,Cherry,Traditional Style,Lion Claw Feet,"Solid Wood, Wood Veneer, Others",Cherry Finish,,,,,,,The beautiful wood framework of this arm chair comes accentuated with intricate carvings and detailed chair edges. Beautiful formal patterned fabric featured along the entire chair seat and back creates a sense of wondrous elegance. - -
4663,CM3243SC-2PK,276,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America VICENTE Traditional Side Chair (2/CTN),CN,1,48.2,23.8,15.2,10.1,66,"23""L X 26""W X 46""H (Seat Ht: 19"", Seat Dp: 20"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,VICENTE,CM3243T.jpg,Cherry,Traditional Style,Lion Claw Feet,"Solid Wood, Wood Veneer, Others",Cherry Finish,,,,,,,The beautiful wood framework of this side chair comes accentuated with intricate carvings and detailed chair edges. Beautiful formal patterned fabric featured along the entire chair seat and back creates a sense of wondrous elegance. - -
4667,CM3103AC-2PK,277,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America Cromwell Traditional Arm Chair (2/CTN),CN,1,51,24,15,10.6,79.3,"29 1/2""W X 30""D X 49""H (Seat Ht: 20 1/2"", Seat Dp: 21"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","80% Cotton, 20% Polyester",,0,Cromwell,CM3103AC.jpg,Antique Cherry,Claw Feet Design,"Solid Wood, Wood Veneer & Others",Antique Cherry Finish,,,,,,,,Add elegance to your dining area with this beautifully carved arm chair and side chair. The hutch and buffet features the same dramatic design while providing plenty of display space. - -
4671,CM3103SC-2PK,277,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America Cromwell Traditional Side Chair (2/CTN),CN,1,50.5,25,14.5,10.6,70.5,"24 1/2""W X 30""D X 49""H (Seat Ht: 20 1/2"", Seat Dp: 21"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","80% Cotton, 20% Polyester",,0,Cromwell,CM3103SC.jpg,Antique Cherry,Claw Feet Design,"Solid Wood, Wood Veneer & Others",Antique Cherry Finish,,,,,,,,Add elegance to your dining area with this beautifully carved arm chair and side chair. The hutch and buffet features the same dramatic design while providing plenty of display space. - -
4675,CM3186CH-AC-2PK,278,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America WYNDMERE Traditional Arm Chair (2/CTN),CN,1,53.5,23.3,14,10.1,75.9,"27 1/2""W X 27 3/4""D X 45""H (Seat Ht: 19 5/8"", Seat Dp: 19 5/8"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,WYNDMERE,CM3186CH-AC.jpg,Cherry,Traditional Style,Curved Claw Feet,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"Royal presence - Stately profiles & dramatic curves are further emphasized by a lustrous finish. Intricate carvings, dramatic legs elevate your dining style. - -"
4679,CM3186CH-SC-2PK,278,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America WYNDMERE Traditional Side Chair (2/CTN),CN,1,48.3,23.3,14,9.1,67.1,"22""W X 27 3/4""D X 45""H (Seat Ht: 19 5/8"", Seat Dp: 19 5/8"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,WYNDMERE,CM3186CH-SC.jpg,Cherry,Traditional Style,Curved Claw Feet,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"Royal presence - Stately profiles & dramatic curves are further emphasized by a lustrous finish. Intricate carvings, dramatic legs elevate your dining style. - -"
4684,CM3186WH-AC-2PK,279,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America WYNDMERE Traditional Arm Chair (2/CTN),CN,1,53.5,23.3,14,10.1,75.9,"27 1/2""W X 27 3/4""D X 45""H (Seat Ht: 19 5/8"", Seat Dp: 19 5/8"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,WYNDMERE,CM3186WH-AC.jpg,White,Traditional Style,Curved Claw Feet,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"Royal presence - Stately profiles & dramatic curves are further emphasized by a lustrous finish. Intricate carvings, dramatic legs elevate your dining style. - -"
4688,CM3186WH-SC-2PK,279,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America WYNDMERE Traditional Side Chair (2/CTN),CN,1,48.3,23.3,14,9.1,67.1,"22""W X 27 3/4""D X 45""H (Seat Ht: 19 5/8"", Seat Dp: 19 5/8"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,WYNDMERE,CM3186WH-SC.jpg,White,Traditional Style,Curved Claw Feet,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"Royal presence - Stately profiles & dramatic curves are further emphasized by a lustrous finish. Intricate carvings, dramatic legs elevate your dining style. - -"
4693,CM3845CH-AC-2PK,280,Dining,Chairs,,,,Arm Chair (2/CTN),Furniture of America Tuscany II Traditional Arm Chair (2/CTN),CN,1,49,25,16.5,11.7,83.6,.,Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,Tuscany II,CM3845CH-T.jpg,Antique Cherry,French Style Legs,"Solid Wood, Wood Veneer & Others",Antique Cherry Finish,,,,,,,,Add the finishing touches to your elegant formal dining room with this arm chair and side chair. The rich details of this antique cherry finish conveys a level of elegance and grace.  - -
4700,CM3845CH-SC-2PK,280,Dining,Chairs,,,,"Side Chair, Cherry (2/CTN)","Furniture of America TUSCANY I Traditional Side Chair, Cherry (2/CTN)",CN,1,49,25,16.5,11.7,78.36,"24""W X 27""D X 44 1/2""H (Seat Ht: 20 1/4"", Seat Dp: 21"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,TUSCANY I,CM3845CH-SC.jpg,Antique Cherry,French Style Legs,"Solid Wood, Wood Veneer & Others",Antique Cherry Finish,,,,,,,,Add the finishing touches to your elegant formal dining room with this arm chair and side chair. The rich details of this antique cherry finish conveys a level of elegance and grace.  - -
4707,CM3845WH-AC-2PK,281,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America Tuscany III Traditional Arm Chair (2/CTN),CN,1,49,25,16.5,11.7,83.6,"26""W X 27""D X 44 1/2""H (Seat Ht: 20 1/4"", Seat Dp: 21"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,Tuscany III,CM3845WH-T.jpg,Antique White,French Style Legs,"Solid Wood, Wood Veneer & Others",Antique White Finish,,,,,,,,"The antique white finish of this beautiful formal dining room set uniquely highlights the intricate carvings of the arm chair, side chair and the hutch and buffet.  - -"
4711,CM3845WH-SC-2PK,281,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America Tuscany III Traditional Side Chair (2/CTN),CN,1,49,25,16.5,11.7,78.36,"24""W X 27""D X 44 1/2""H (Seat Ht: 20 1/4"", Seat Dp: 21"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","50% Cotton, 50% Polyester",,0,Tuscany III,CM3845WH-T.jpg,Antique White,French Style Legs,"Solid Wood, Wood Veneer & Others",Antique White Finish,,,,,,,,"The antique white finish of this beautiful formal dining room set uniquely highlights the intricate carvings of the arm chair, side chair and the hutch and buffet.  - -"
4715,CM3319F-AC-2PK,282,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America BELLAGIO Traditional Arm Chair (2/CTN),VN,1,53.5,22.3,14.4,9.9,68.2,"27 1/4""W X 28 1/2""D X 44 1/4""H (Seat Ht: 19 1/4"", Seat Dp: 20"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,BELLAGIO,CM3319F-AC.jpg,Brown Cherry,Traditional Style,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,,"With decorative fabric and ornate legs and back, these chais are sure to complete the ultimate design décor. - -"
4716,CM3319F-SC-2PK,282,Dining,Chairs,Fabric Chair,,,Side Chair (2/CTN),Furniture of America BELLAGIO Traditional Side Chair (2/CTN),VN,1,51.1,22.8,14.6,9.8,63.8,"27 1/2""W X 22 3/4""D X 44 1/4""H (Seat Ht: 19 1/4"", Seat Dp: 20"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,BELLAGIO,CM3319F-SC.jpg,Brown Cherry,Traditional Style,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,,"With decorative fabric and ornate legs and back, these chais are sure to complete the ultimate design décor. - -"
4717,CM3319L-SC-2PK,282,Dining,Chairs,Leatherette Chair,,,Leatherette Side Chair (2/CTN),Furniture of America Bellagio Traditional Leatherette Side Chair (2/CTN),VN,1,46.9,23.6,16.5,10.6,65.5,"27""W X 22 1/2""D X 43 1/4""H (Seat Ht: 19"", Seat Dp: 18 3/4"")",Traditional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Bellagio,CM3319L-SC.jpg,Brown Cherry,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,,,"Two side chair options are offered, a leather-like fabric chair and a wooden chair, each with its own unique styling. In addition, a matching mirror and server are also available to complete this that beautifully crafted dinning set. - -"
4726,CM3319W-SC-2PK,283,Dining,Chairs,,,,Wooden Side Chair (2/CTN),Furniture of America Bellagio Traditional Wooden Side Chair (2/CTN),VN,1,50.4,22.3,14.4,9.3,61.6,"25 1/2""W X 23""D X 42 1/2""H (Seat Ht: 18 3/4"", Seat Dp: 19 1/2"")",Traditional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Bellagio,CM3319W-SC.jpg,Brown Cherry,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,,,"Two side chair options are offered, a leather-like fabric chair and a wooden chair, each with its own unique styling. In addition, a matching mirror and server are also available to complete this that beautifully crafted dinning set. - -"
4727,CM3350AC-2PK,284,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),,VN,1,42.5,22.3,15,8.2,66,"24 1/2""W X 26""D X 41 1/2""H",Traditional,"Solid Wood, Wood Veneer & Others",,,0,Alpena,CM3350AC.jpg,Brown Cherry,Traditional Style,Padded Leatherette Cushions,Solid Wood/Wood Veneer/Others,Brown Cherry Finish,,,,,,,
4731,CM3350SC-2PK,284,Dining,Chairs,,,,Side Chair (2/CTN),,VN,1,42.5,22.3,14.5,7.9,61.6,"21""W X 26""D X 41 1/2""H",Traditional,"Solid Wood, Wood Veneer, Others",,,0,Alpena,CM3350SC.jpg,Brown Cherry,Traditional Style,Padded Leatherette Cushions,Solid Wood/Wood Veneer/Others,Brown Cherry Finish,,,,,,,
4735,CM3970AC-2PK,285,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America Harrington Transitional Arm Chair (2/CTN),VN,1,43,21.8,14.2,7.7,52.69,"25""W X 25 1/2""D X 41 1/2""H (Seat Ht: 20"", Seat Dp: 19 1/4"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others","70% Polyester, 30% Rayon",,0,Harrington,CM3970T.jpg,Dark Walnut,Tan Fabric,Front Turned Legs,"Solid Wood, Wood Veneer & Others",Dark Walnut Finish,,,,,,,"Sleek and elegant, the turned leg design on the side chair and arm chair are complemented by the unique two chair design options of tan fabric or pewter leatherette. The hutch and buffet completes the set and features contemporary hardware that will  add plenty of space and storage. -"
4739,CM3970SC-2PK,285,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America Harrington Transitional Side Chair (2/CTN),VN,1,43,21.8,14.2,7.7,46.3,"20 1/2""W X 25 1/2""D X 41 1/2""H (Seat Ht: 20"", Seat Dp: 19 1/4"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others","70% Polyester, 30% Rayon",,0,Harrington,CM3970T.jpg,Dark Walnut,Tan Fabric,Front Turned Legs,"Solid Wood, Wood Veneer & Others",Dark Walnut Finish,,,,,,,"Sleek and elegant, the turned leg design on the side chair and arm chair are complemented by the unique two chair design options of tan fabric or pewter leatherette. The hutch and buffet completes the set and features contemporary hardware that will  add plenty of space and storage. -"
4741,CM3600SC-2PK,286,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America HOLCROFT Transitional Side Chair (2/CTN),VN,1,43.1,21.6,13,7,50.6,"20 1/4""W X 24 1/4""D X 40 1/2""H (Seat Ht: 18 3/4"", Seat Dp: 18 1/4"")",Transitional,,,,0,HOLCROFT,CM3600SC.jpg,Antique White,Transitional Style,Turned Legs,Nailhead Trim,Padded Fabric Chairs,"Solid Wood, Wood Veneer, Others*",Antique White Finish,,,,,"Bring elegance to the table with this fine dining room collection of furniture! Gently turned legs add a level of sophistication to a design enhanced by the antique finish, while padded fabric upholstery lines the backrest and seat of each coordinati ng chair, providing a comfortable place to sit for a full-course meal. -"
4744,CM3133SC-2PK,287,Dining,Chairs,,,,Side Chair,Furniture of America HURDSFIELD Cottage Side Chair,VN,1,42,20.5,13,6.5,39.6,"18 3/4""W X 23""D X 41""H (Seat Ht: 19 1/4"", Seat Dp: 17 1/2"")",Cottage,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,HURDSFIELD,CM3133T.jpg,Antique Cherry,Transitional Style,Turned Legs,Padded Fabric Chairs,Nailhead Trim,"Solid Wood, Wood Veneer, Others",,,,,,"Bring some classy inspiration into your dining room with this warm toned side chairs beautifully wrapped with linen-like upholstery. With its stylish turned legs, this set makes it the perfect addition to any dining area.  - -"
4746,CM3005AC-2PK,288,Dining,Chairs,Arm Chair,,,Arm Chair (2/CTN),Furniture of America Napa Valley Traditional Arm Chair (2/CTN),CN,1,47,23,14,8.8,64,"28""W X 28""D X 46""H (Seat Ht: 19"", Seat Dp: 20"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,Napa Valley,CM3005T.jpg,Dark Cherry,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,,,,,Celebrate your most festive occasions with an elegant formal dining area. Elegant styling and comfortable chairs will add a level of sophistication. The hutch and buffet comes with etched glass doors along with multiple shelves to store and display c hina and silver. -
