1,Item,Page 17-18,Categories,Product Type,Feature,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
5785,SM2201-SF,505,Living,Sofa,,,"Sofa, Gold","Furniture of America Viscontti Traditional Sofa, Gold",US,1,93,39,35,73.5,130,"91""L X 40""W X 38""H",Traditional,Premium Velvet Fabric,100% Polyester,"Pillow: 47% Polyester, 53% Rayon",0,VISCONTTI,SM2201.jpg,Gold,Traditional Style,T-Cushion Seating,Nailhead Trim,Pillows Included,Fabric,Available in 2 Colors,US-Made (Incl. Foreign Materials),,,,"Low arms that sweep up to the back and T-cushion seating give this sofa group its stunning looks. With minimal nailhead trim around the front legs and pillows that match the gold or ivory hue of the soft fabric perfectly, this set will bring style to  any contemporary home. -"
5786,SM2202-CH,505,Living,Chair,,,"Chair, Gray","Furniture of America Wolver Traditional Chair, Gray",US,1,39,37,38,31.7,77,"39""L X 37""W X 38""H",Traditional,Premium Velvet Fabric,"97% Polyester, 3% Rayon","Center Pillow: 29%, Polyester, Side Pillow: 47% Polyester, 53% Rayon",0,VISCONTTI,SM2202-CH.jpg,Vintage Taupe,,,,,,,,,,,
5787,SM2202-LV,505,Living,Love Seat,,,"Love Seat, Gray","Furniture of America Viscontti Traditional Love Seat, Gray",US,1,71,40,38,62.5,100,"71""L X 40""W X 38""H",Traditional,Premium Velvet Fabric,"97% Polyester, 3% Rayon","Center Pillow: 29%, Polyester, 71% Rayon, Stripe Pillow: 60% Polyester, 40% Visco, Solid 100% Poly, Side Pillow: 47% Polyester, 53% Rayon",0,VISCONTTI,SM2202.jpg,Vintage Taupe,Traditional Style,T-Cushion Seating,Nailhead Trim,Pillows Included,Fabric,Available in 2 Colors,US-Made (Incl. Foreign Materials),,,,"Low arms that sweep up to the back and T-cushion seating give this sofa group its stunning looks. With minimal nailhead trim around the front legs and pillows that match the gold or ivory hue of the soft fabric perfectly, this set will bring style to  any contemporary home. -"
5788,SM2202-SF,505,Living,Sofa,,,"Sofa, Vintage Taupe","Furniture of America Viscontti Traditional Sofa, Vintage Taupe",US,1,91,40,38,80,135,"91""L X 40""W X 38""H",Traditional,Premium Velvet Fabric,"97% Polyester, 3% Rayon","Center Pillow: 29%, Polyester, 71% Rayon, Stripe Pillow: 60% Polyester, 40% Visco, Solid 100% Poly, Side Pillow: 47% Polyester, 53% Rayon",0,VISCONTTI,SM2202.jpg,Vintage Taupe,Traditional Style,T-Cushion Seating,Nailhead Trim,Pillows Included,Fabric,Available in 2 Colors,US-Made (Incl. Foreign Materials),,,,"Low arms that sweep up to the back and T-cushion seating give this sofa group its stunning looks. With minimal nailhead trim around the front legs and pillows that match the gold or ivory hue of the soft fabric perfectly, this set will bring style to  any contemporary home. -"
5789,SM2205-CH,505,Living,Chair,,,Chair w/ Pillow,Furniture of America Wolver Transitional Chair w/ Pillow,US,1,40,39,35,31.6,76,"39""L X 37""W X 38""H",Transitional,Premium Velvet Fabric,,,#N/A,VISCONTTI,SM2205.jpg,Light Mocha,,,,,,,,,,,
5790,SM2205-LV,505,Living,Love Seat,,,"Love Seat, Cocoa Brown","Furniture of America VITTORIA Transitional Love Seat, Cocoa Brown",US,1,71,40,38,62.5,100,"71""L X 37""W X 38""H",Transitional,Premium Velvet Fabric,100% Polyester,"Center Pillow: 75% Polyester, 25% Visco, Stripe Pillow: 51% Poly, 49% Acrylic, Side Pillow: 65% Polyester, 35% Rayon",0,VISCONTTI,SM2205.jpg,Cocoa Brown,Contemporary Style,Loose Pillow Back,Sloped-Style Arms,Nailhead Trim,High-Density Foam Cushions,Available in 2 Colors,US-Made (Incl. Foreign Materials),,,,"This modern piece stands the test of time with an always on-trend modern, clean-lined and sleek silhouette that fits right in to any floor plan. Features loose pillow backs, sloped-arms and T-shape seat cushions, providing supreme support and comfort . -"
5791,SM2205-SF,505,Living,Sofa,,,"Sofa, Cocoa Brown","Furniture of America VITTORIA Transitional Sofa, Cocoa Brown",US,1,91,40,38,80,135,"91""L X 37""W X 38""H",Transitional,Premium Velvet Fabric,100% Polyester,"Center Pillow: 75% Polyester, 25% Visco, Stripe Pillow: 51% Poly, 49% Acrylic, Side Pillow: 65% Polyester, 35% Rayon",0,VISCONTTI,SM2205.jpg,Cocoa Brown,Contemporary Style,Loose Pillow Back,Sloped-Style Arms,Nailhead Trim,High-Density Foam Cushions,Available in 2 Colors,US-Made (Incl. Foreign Materials),,,,"This modern piece stands the test of time with an always on-trend modern, clean-lined and sleek silhouette that fits right in to any floor plan. Features loose pillow backs, sloped-arms and T-shape seat cushions, providing supreme support and comfort . -"
5793,SM2295-LV,506,Living,Love Seat,,,"Love Seat, Black",,US,1,76,39,37,63.5,144,"76""L X 39""W X 39""H",Transitional,Velvet-like Fabric,100% polyester,100% polyester,0,Negrini,SM2295.jpg,Black,Traditional Style,Deep Button Tufting,Silver Bun Feet,Velvet-like Fabric,Oversized Rolled Arms,Nailhead Trim,Crystal-like Acrylic Buttons,Black,,,"Although an unconventional choice of color for a living room, black still brings about a superior level of class and refinement to a home. This bold and ornate set features oversized rolled arms, complete with deep button tufting and nailhead trim. B eautiful silver throw pillows pop against the solid black backdrop to create a highly provocative space. -"
5794,SM2295-SF,506,Living,Sofa,,,"Sofa, Black",,US,1,100,39,37,83.5,168,"100""L X 39""W X 39""H",Transitional,Velvet-like Fabric,100% polyester,100% polyester,0,Negrini,SM2295.jpg,Black,Traditional Style,Deep Button Tufting,Silver Bun Feet,Velvet-like Fabric,Oversized Rolled Arms,Nailhead Trim,Crystal-like Acrylic Buttons,Black,,,"Although an unconventional choice of color for a living room, black still brings about a superior level of class and refinement to a home. This bold and ornate set features oversized rolled arms, complete with deep button tufting and nailhead trim. B eautiful silver throw pillows pop against the solid black backdrop to create a highly provocative space. -"
5795,SM2291-LV,507,Living,Love Seat,,,"Love Seat, Gray","Furniture of America VIVIANA Transitional Love Seat, Gray",US,1,76,39,37,63.5,144,"76""L X 39""W X 37""H",Transitional,,"90% Polyester, 10% Linen",100% Polyester,0,VIVIANA,SM2291.jpg,Gray,,,,,,,,,,,
5796,SM2291-SF,507,Living,Sofa,,,"Sofa, Gray","Furniture of America VIVIANA Transitional Sofa, Gray",US,1,100,39,37,83.5,168,"100""L X 39""W X 37""H",Transitional,,"90% Polyester, 10% Linen",100% Polyester,0,VIVIANA,SM2291.jpg,Gray,,,,,,,,,,,
5797,SM2222-CE,508,Living,Chaise,,,"Chaise, Purple","Furniture of America ANTOINETTE Traditional Chaise, Purple",US,1,81,40,39,73.1,80,"81""W X 40""D X 39""H",Traditional,,100% Polyester,"Pillow: 32% Acrylic, 63% Polyester, 5% Visco",0,ANTOINETTE,SM2222.jpg,Purple,,,,,,,,,,,
5798,SM2222-CH,508,Living,Chair,,,"Chair, Purple","Furniture of America ANTOINETTE Traditional Chair, Purple",US,1,48,40,33,36.7,97,"47""L X 38""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 32% Acrylic, 63% Polyester, 5% Visco",0,ANTOINETTE,,Purple,Traditional Style,Reverse Camelback Design,Chesterfield Inspired,Tufted Seat Back & Arms,Crystal Like Acrylic Buttons,Bun Feet And Rolled Arms,Premium Fabric,Available in Two Colors,US-Made (Incl. Foreign Materials),,"Leave a lasting impression with this timeless reimagining of the chesterfield sofa. Cues from the classic design are kept with essential changes to bring it to the modern day. The reverse camelback seat and arms are deeply tufted with acrylic buttons , and premium fabric is used with two choices of color: purple or ivory. Matching pillows with intricate pattern are included. -"
5799,SM2222-LV,508,Living,Love Seat,,,"Love Seat, Purple","Furniture of America Antoinette Traditional Love Seat, Purple",US,1,75,38,36,59.4,118,"75""L X 38""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 32% Acrylic, 63% Polyester, 5% Visco",0,Antoinette,SM2222.jpg,Purple,Traditional Style,Chesterfield Inspired,Reverse Camelback  Design,Tufted Seat Back & Arms,Crystal Like Acrylic Buttons,Bun Feet And Rolled Arms,Premium Fabric,Available in Two Colors,US-Made (Incl. Foreign Materials),,"Leave a lasting impression with this timeless reimagining of the chesterfield sofa. Cues from the classic design are kept with essential changes to bring it to the modern day. The reverse camelback seat and arms are deeply tufted with acrylic buttons , and premium fabric is used with two choices of color: purple or ivory. Matching pillows with intricate pattern are included.  -"
5800,SM2222-SF,508,Living,Sofa,,,"Sofa, Purple","Furniture of America Antoinette Traditional Sofa, Purple",US,1,100,38,36,79.2,139,"96""L X 38""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 32% Acrylic, 63% Polyester, 5% Visco",0,Antoinette,SM2222.jpg,Purple,Traditional Style,Chesterfield Inspired,Reverse Camelback  Design,Tufted Seat Back & Arms,Crystal Like Acrylic Buttons,Bun Feet And Rolled Arms,Premium Fabric,Available in Two Colors,US-Made (Incl. Foreign Materials),,"Leave a lasting impression with this timeless reimagining of the chesterfield sofa. Cues from the classic design are kept with essential changes to bring it to the modern day. The reverse camelback seat and arms are deeply tufted with acrylic buttons , and premium fabric is used with two choices of color: purple or ivory. Matching pillows with intricate pattern are included.  -"
5801,SM2223-CE,508,Living,Chaise,,,"Chaise, Royal Yellow","Furniture of America ANTOINETTE Traditional Chaise, Royal Yellow",US,1,81,40,39,73.1,80,"81""W X 40""D X 39""H",Traditional,Fabric,100% Polyester,"Pillow: 54% Rayon, 46% Polyester",0,ANTOINETTE,SM2223-CE.jpg,Royal Yellow,,,,,,,,,,,
5802,SM2223-CH,508,Living,Chair,,,"Chair, Royal Yellow","Furniture of America ANTOINETTE Traditional Chair, Royal Yellow",US,1,47,38,36,37.2,97,"47""L X 36""W X 39""H",Traditional,Fabric,100% Polyester,"Pillow: 54% Rayon, 46% Polyester",0,ANTOINETTE,SM2223-CH.jpg,Royal Yellow,,,,,,,,,,,
5803,SM2223-LV,508,Living,Love Seat,,,"Love Seat, Royal Yellow","Furniture of America ANTOINETTE Traditional Love Seat, Royal Yellow",US,1,75,38,36,59.4,118,"75""L X 36""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 54% Rayon, 46% Polyester",0,ANTOINETTE,SM2223.jpg,Royal Yellow,,,,,,,,,,,
5804,SM2223-SF,508,Living,Sofa,,,"Sofa, Royal Yellow","Furniture of America ANTOINETTE Traditional Sofa, Royal Yellow",US,1,100,38,36,79.2,139,"96""L X 36""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 54% Rayon, 46% Polyester",0,ANTOINETTE,SM2223.jpg,Royal Yellow,,,,,,,,,,,
5805,SM2221-CH,509,Living,Chair,,,"Chair, Beige","Furniture of America ANTOINETTE Traditional Chair, Beige",US,1,48,40,33,36.7,97,"47""L X 38""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 71%, Rayon 29%",0,ANTOINETTE,,Beige,Traditional Style,Reverse Camelback Design,Chesterfield Inspired,Tufted Seat Back & Arms,Crystal Like Acrylic Buttons,Bun Feet And Rolled Arms,Premium Fabric,Available in Two Colors,US-Made (Incl. Foreign Materials),,"Leave a lasting impression with this timeless reimagining of the chesterfield sofa. Cues from the classic design are kept with essential changes to bring it to the modern day. The reverse camelback seat and arms are deeply tufted with acrylic buttons , and premium fabric is used with two choices of color: purple or ivory. Matching pillows with intricate pattern are included. -"
5806,SM2221-LV,509,Living,Love Seat,,,"Love Seat, Beige","Furniture of America Antoinette Traditional Love Seat, Beige",US,1,75,38,36,59.4,118,"75""L X 38""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 71%, Rayon 29%",0,Antoinette,SM2221.jpg,Ivory,Traditional Style,Chesterfield Inspired,Reverse Camelback  Design,Tufted Seat Back & Arms,Crystal Like Acrylic Buttons,Bun Feet And Rolled Arms,Premium Fabric,Available in Two Colors,US-Made (Incl. Foreign Materials),,"Leave a lasting impression with this timeless reimagining of the chesterfield sofa. Cues from the classic design are kept with essential changes to bring it to the modern day. The reverse camelback seat and arms are deeply tufted with acrylic buttons , and premium fabric is used with two choices of color: purple or ivory. Matching pillows with intricate pattern are included.  -"
5807,SM2221-SF,509,Living,Sofa,,,"Sofa, Beige","Furniture of America Antoinette Traditional Sofa, Beige",US,1,100,38,36,79.2,139,"96""L X 38""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 71%, Rayon 29%",0,Antoinette,SM2221.jpg,Ivory,Traditional Style,Chesterfield Inspired,Reverse Camelback  Design,Tufted Seat Back & Arms,Crystal Like Acrylic Buttons,Bun Feet And Rolled Arms,Premium Fabric,Available in Two Colors,US-Made (Incl. Foreign Materials),,"Leave a lasting impression with this timeless reimagining of the chesterfield sofa. Cues from the classic design are kept with essential changes to bring it to the modern day. The reverse camelback seat and arms are deeply tufted with acrylic buttons , and premium fabric is used with two choices of color: purple or ivory. Matching pillows with intricate pattern are included.  -"
5808,SM2224-CH,509,Living,Chair,,,"Chair, Light Mocha","Furniture of America ANTOINETTE Traditional Chair, Light Mocha",US,1,48,40,33,36.7,97,"47""L X 38""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 54% Rayon, 46% Polyester",0,ANTOINETTE,SM2224-CH.jpg,Light Mocha,,,,,,,,,,,
5809,SM2224-LV,509,Living,Love Seat,,,"Love Seat, Light Mocha","Furniture of America ANTOINETTE Traditional Love Seat, Light Mocha",US,1,75,38,36,59.4,118,"75""L X 36""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 54% Rayon, 46% Polyester",0,ANTOINETTE,SM2224.jpg,Light Mocha,,,,,,,,,,,
5810,SM2224-SF,509,Living,Sofa,,,"Sofa, Light Mocha","Furniture of America ANTOINETTE Traditional Sofa, Light Mocha",US,1,100,38,36,79.2,139,"96""L X 36""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 54% Rayon, 46% Polyester",0,ANTOINETTE,SM2224.jpg,Light Mocha,,,,,,,,,,,
5811,SM2225-CH,509,Living,Chair,,,"Chair, Beige","Furniture of America ANTOINETTE Traditional Chair, Beige",US,1,48,40,33,36.7,97,"47""L X 38""W X 36""H",Traditional,Fabric,100% Polyester,"Pillow: 52% Rayon, 48% Polyester",0,ANTOINETTE,SM2225-CH.jpg,Dolphin Gray,,,,,,,,,,,
